,Unnamed: 0,CRI_YM,TAG,평일휴일,요일,시간대,성별,연령대,건수합계
11423,11423,202105,2,0,2,4,0,0,1160
11424,11424,202105,11,0,0,3,0,0,5692
11425,11425,202105,3,0,3,4,0,2,3789
11426,11426,202005,3,1,5,0,0,0,92
11427,11427,202105,8,0,2,3,0,4,198
11428,11428,202105,11,1,4,5,1,0,3268
11429,11429,201905,4,1,3,4,1,0,65
11430,11430,202105,6,0,0,4,1,4,43
11431,11431,202005,9,0,2,1,1,3,168
11432,11432,202105,3,1,5,1,0,1,843
11433,11433,201905,4,0,1,5,1,4,27
11434,11434,202105,4,0,1,0,1,0,66
11435,11435,202105,2,0,6,1,0,4,1394
11436,11436,201905,0,1,2,0,1,0,48
11437,11437,202005,6,1,5,4,1,3,131
11438,11438,201905,0,1,5,1,1,1,553
11439,11439,201905,1,0,1,0,0,1,4
11440,11440,202005,8,0,3,4,0,4,235
11441,11441,202005,9,1,6,3,1,4,8
11442,11442,202105,10,0,0,0,1,2,100
11443,11443,201905,0,1,2,1,1,2,237
11444,11444,201905,0,1,5,2,0,1,704
11445,11445,202105,11,1,2,5,1,2,2351
11446,11446,201905,13,0,6,3,1,4,131
11447,11447,201905,7,0,2,5,1,1,910
11448,11448,202005,6,0,2,3,0,0,466
11449,11449,202005,6,0,1,4,0,4,57
11450,11450,202105,5,0,3,4,1,3,3800
11451,11451,202005,8,0,2,2,0,0,1333
11452,11452,201905,7,0,1,4,0,4,46
11453,11453,202005,11,1,5,4,1,0,2141
11454,11454,202005,11,0,1,1,0,0,3063
11455,11455,202005,1,0,2,4,0,1,48
11456,11456,201905,4,1,2,0,0,1,18
11457,11457,202005,5,1,6,5,1,0,246
11458,11458,202105,5,1,4,1,0,2,4359
11459,11459,202105,2,0,0,3,0,1,7376
11460,11460,201905,4,0,3,0,1,3,10
11461,11461,202005,12,1,0,2,1,0,96
11462,11462,202105,3,0,6,4,1,1,563
11463,11463,202105,10,0,1,3,1,0,260
11464,11464,202005,10,0,2,3,0,4,63
11465,11465,202005,12,0,3,1,0,4,3826
11466,11466,202005,4,1,5,1,1,0,138
11467,11467,202005,10,1,6,1,0,3,16
11468,11468,201905,7,1,4,2,0,2,403
11469,11469,202005,13,1,6,3,1,0,121
11470,11470,202005,3,1,4,4,0,1,1479
11471,11471,202005,8,0,1,0,1,4,35
11472,11472,201905,6,0,0,2,1,2,272
11473,11473,202005,8,0,1,1,0,4,84
11474,11474,202005,5,1,5,1,1,3,828
11475,11475,202105,9,0,1,4,1,0,174
11476,11476,201905,8,1,2,0,1,2,35
11477,11477,202005,8,1,6,1,0,3,102
11478,11478,202105,0,0,6,5,0,3,636
11479,11479,202105,1,0,2,5,1,3,49
11480,11480,202005,7,0,0,0,0,2,122
11481,11481,201905,11,0,0,4,1,3,1440
11482,11482,202005,12,1,5,4,1,2,3769
11483,11483,202005,10,0,3,1,0,3,80
11484,11484,202005,4,0,2,1,1,2,346
11485,11485,202105,9,0,2,1,0,1,106
11486,11486,202005,0,0,0,3,1,0,621
11487,11487,201905,0,1,2,5,0,0,109
11488,11488,202005,2,0,2,3,1,4,1373
11489,11489,202105,5,1,5,1,0,4,963
11490,11490,202005,11,1,5,4,0,1,9986
11491,11491,202005,0,0,6,5,0,0,462
11492,11492,201905,5,0,0,4,1,3,891
11493,11493,202005,8,1,0,5,0,0,294
11494,11494,201905,12,0,6,5,1,0,255
11495,11495,201905,10,1,3,3,0,3,26
11496,11496,202105,7,1,5,0,0,1,418
11497,11497,202105,10,0,6,2,1,2,1099
11498,11498,202005,0,1,4,2,1,4,238
11499,11499,201905,3,1,2,4,1,1,225
11500,11500,201905,10,1,3,0,0,0,5
11501,11501,202005,13,1,0,2,0,2,905
11502,11502,202005,7,0,3,5,0,3,80
11503,11503,201905,9,0,1,4,1,0,148
11504,11504,202105,13,0,2,2,1,0,254
11505,11505,201905,10,0,2,4,0,1,289
11506,11506,202105,12,0,1,1,1,4,955
11507,11507,202005,6,0,6,1,1,3,46
11508,11508,202105,10,1,2,0,1,2,42
11509,11509,201905,12,0,1,5,0,1,4428
11510,11510,202105,5,1,2,5,1,4,293
11511,11511,202005,8,0,3,2,0,4,293
11512,11512,201905,1,1,5,1,1,4,4
11513,11513,202005,6,1,5,5,0,2,512
11514,11514,202005,7,0,0,0,1,4,5
11515,11515,202005,10,0,0,4,1,2,587
11516,11516,202005,6,0,1,0,1,3,13
11517,11517,202105,12,0,1,0,1,3,328
11518,11518,201905,3,1,4,0,0,4,5
11519,11519,202005,1,0,1,0,1,2,34
11520,11520,201905,12,0,0,2,0,1,4131
11521,11521,201905,3,0,0,4,0,4,71
11522,11522,202105,3,0,3,3,1,2,1749
11523,11523,202005,5,1,0,2,1,4,180
11524,11524,202005,4,1,6,3,1,0,81
11525,11525,201905,1,1,4,0,1,1,6
11526,11526,202005,7,0,1,4,1,3,66
11527,11527,201905,7,1,5,1,1,1,289
11528,11528,201905,8,1,3,1,0,1,95
11529,11529,201905,3,0,6,1,0,0,171
11530,11530,202005,11,1,6,1,0,3,408
11531,11531,202005,1,0,1,2,0,4,16
11532,11532,201905,5,1,2,5,0,1,1174
11533,11533,202005,5,0,1,4,1,4,621
11534,11534,202105,10,0,6,0,0,4,5
11535,11535,202105,5,0,6,3,0,1,8593
11536,11536,201905,7,0,1,2,0,1,3138
11537,11537,202105,2,0,1,3,1,4,1730
11538,11538,202005,9,0,6,3,0,1,258
11539,11539,202005,0,0,2,2,0,1,4230
11540,11540,202105,6,0,2,4,1,0,58
11541,11541,201905,8,0,2,4,1,3,404
11542,11542,202005,4,0,2,3,0,4,47
11543,11543,202105,11,1,4,4,0,1,16402
11544,11544,201905,2,0,6,5,1,0,797
11545,11545,201905,2,1,4,4,0,4,500
11546,11546,201905,5,0,6,1,1,3,692
11547,11547,202005,11,0,2,1,0,3,1968
11548,11548,202005,6,0,2,1,1,0,54
11549,11549,201905,3,0,2,0,1,0,24
11550,11550,202105,12,0,1,4,0,4,5885
11551,11551,202105,6,0,2,3,0,2,384
11552,11552,201905,9,0,0,2,0,3,49
11553,11553,201905,2,1,3,2,0,1,887
11554,11554,202005,6,1,5,5,1,1,230
11555,11555,202005,3,1,5,3,0,1,1315
11556,11556,202105,6,0,1,4,0,1,722
11557,11557,202105,4,1,5,5,0,3,259
11558,11558,201905,5,1,3,1,1,3,84
11559,11559,201905,13,0,1,1,1,0,263
11560,11560,201905,11,1,4,2,1,2,3016
11561,11561,201905,4,0,0,3,1,0,208
11562,11562,202005,4,1,5,0,0,1,139
11563,11563,202105,7,0,2,4,1,3,52
11564,11564,202005,0,0,6,2,0,0,636
11565,11565,202005,13,0,1,2,1,2,1441
11566,11566,202005,4,1,0,5,0,0,107
11567,11567,202005,13,0,3,0,1,2,153
11568,11568,202105,5,0,1,4,0,3,5667
11569,11569,202005,12,1,5,2,1,1,1818
11570,11570,202005,9,0,0,4,0,0,74
11571,11571,202105,12,0,2,5,0,0,560
11572,11572,202105,6,0,3,5,0,0,640
11573,11573,201905,5,0,1,3,0,4,746
11574,11574,201905,0,1,4,4,1,4,128
11575,11575,202105,8,0,6,4,1,0,459
11576,11576,201905,13,1,5,2,0,3,559
11577,11577,202105,8,1,2,3,0,2,1197
11578,11578,201905,12,1,5,1,0,4,3560
11579,11579,202005,5,0,0,3,1,4,633
11580,11580,201905,8,0,3,1,1,4,68
11581,11581,202105,2,0,3,0,0,2,1358
11582,11582,201905,0,0,6,4,0,0,522
11583,11583,202105,0,0,0,2,0,0,714
11584,11584,201905,1,0,0,5,1,3,57
11585,11585,202105,8,1,2,2,0,0,428
11586,11586,202005,4,0,3,4,1,2,637
11587,11587,201905,8,1,4,0,0,2,94
11588,11588,201905,9,0,0,4,0,3,42
11589,11589,202105,7,1,4,5,0,1,3240
11590,11590,201905,11,0,6,3,0,4,726
11591,11591,201905,4,0,3,4,0,2,374
11592,11592,202005,5,1,4,3,0,1,6070
11593,11593,201905,9,1,4,3,1,4,28
11594,11594,202105,8,1,5,3,1,4,378
11595,11595,202005,6,0,6,0,0,4,5
11596,11596,201905,3,1,2,5,1,4,19
11597,11597,201905,4,0,6,0,1,0,49
11598,11598,201905,7,1,3,1,0,0,25
11599,11599,202005,11,1,4,2,0,4,790
11600,11600,201905,8,0,0,4,0,2,859
11601,11601,202005,9,0,6,2,1,2,713
11602,11602,202105,12,0,0,3,1,1,1030
11603,11603,201905,2,0,3,3,1,1,3467
11604,11604,202005,1,0,6,1,1,3,80
11605,11605,201905,11,1,4,2,0,1,5772
11606,11606,201905,8,0,1,4,1,4,153
11607,11607,202005,0,0,2,2,0,4,687
11608,11608,202005,13,1,5,1,0,2,1473
11609,11609,202105,4,1,2,5,1,0,125
11610,11610,202105,9,0,1,5,0,2,196
11611,11611,202105,6,0,2,3,0,1,392
11612,11612,202005,9,0,2,2,1,0,302
11613,11613,202105,7,1,2,4,1,1,434
11614,11614,202005,0,1,5,3,1,1,1958
11615,11615,201905,7,0,6,4,0,1,1742
11616,11616,201905,8,1,4,2,0,2,737
11617,11617,202005,13,0,1,1,1,3,260
11618,11618,202105,8,0,3,2,1,2,3176
11619,11619,201905,8,0,1,2,0,2,1656
11620,11620,202005,11,1,5,1,1,0,579
11621,11621,202005,10,0,2,1,1,4,55
11622,11622,202105,7,0,1,5,1,4,23
11623,11623,201905,11,0,6,1,0,0,2572
11624,11624,201905,3,0,2,1,0,0,182
11625,11625,201905,0,0,3,2,1,1,3481
11626,11626,202105,9,0,3,3,1,4,266
11627,11627,201905,5,0,2,3,1,0,943
11628,11628,202105,11,0,3,1,0,1,7566
11629,11629,201905,7,1,5,4,1,4,26
11630,11630,201905,4,1,2,1,1,2,48
11631,11631,202005,10,0,3,0,0,1,96
11632,11632,202105,8,0,6,3,1,2,2021
11633,11633,202105,0,0,6,0,1,2,351
11634,11634,201905,0,0,2,5,1,2,1023
11635,11635,202005,3,0,2,1,0,2,1211
11636,11636,202005,11,1,6,5,0,1,3808
11637,11637,202105,4,0,2,5,1,1,345
11638,11638,202005,9,1,4,5,1,2,632
11639,11639,201905,5,0,1,2,1,4,597
11640,11640,202105,11,0,6,5,0,2,10500
11641,11641,201905,0,0,6,1,0,4,41
11642,11642,202105,7,0,3,3,1,3,163
11643,11643,202005,10,0,1,4,1,2,672
11644,11644,202005,1,1,6,3,0,4,4
11645,11645,202105,4,1,2,5,1,1,283
11646,11646,202005,7,0,3,4,0,2,867
11647,11647,201905,9,0,3,0,1,4,5
11648,11648,202005,13,1,6,2,0,4,61
11649,11649,202105,3,0,0,0,1,4,21
11650,11650,202105,5,0,6,1,1,3,1672
11651,11651,202005,6,1,5,5,1,0,83
11652,11652,202105,1,0,3,4,0,1,91
11653,11653,201905,5,1,4,2,0,2,2282
11654,11654,202105,11,0,0,3,0,4,1266
11655,11655,202005,1,1,6,4,0,0,3
11656,11656,202105,8,1,4,0,0,3,165
11657,11657,202105,3,0,2,3,1,4,99
11658,11658,202005,6,1,6,5,0,1,174
11659,11659,201905,13,0,0,1,1,1,660
11660,11660,202005,3,1,4,3,1,1,707
11661,11661,202005,10,0,6,0,0,1,63
11662,11662,202105,5,1,2,1,1,1,668
11663,11663,201905,5,1,4,1,1,2,783
11664,11664,202105,13,0,6,4,1,3,613
11665,11665,202105,13,1,2,4,1,1,638
11666,11666,202005,13,1,4,0,1,0,140
11667,11667,201905,0,0,3,5,1,1,1310
11668,11668,202105,13,0,6,5,0,2,2841
11669,11669,202105,2,0,2,1,0,1,2658
11670,11670,202005,9,0,1,4,1,0,151
11671,11671,201905,3,1,4,1,0,2,562
11672,11672,201905,8,0,3,5,0,2,765
11673,11673,202005,13,1,4,0,1,3,54
11674,11674,201905,1,1,4,1,0,3,12
11675,11675,202005,4,0,0,3,1,4,57
11676,11676,201905,12,1,2,1,0,3,2559
11677,11677,202005,13,0,3,4,0,4,273
11678,11678,202005,3,1,4,2,0,2,2183
11679,11679,202005,11,1,0,4,0,0,1206
11680,11680,202105,7,1,2,5,0,3,53
11681,11681,201905,9,0,2,2,1,2,637
11682,11682,202105,13,1,4,4,0,1,5114
11683,11683,202105,8,1,4,5,0,4,209
11684,11684,202105,8,1,5,4,1,1,1327
11685,11685,202105,1,0,1,1,0,2,91
11686,11686,202005,12,1,6,3,0,2,2750
11687,11687,202105,5,1,5,3,1,4,962
11688,11688,201905,2,0,0,0,1,2,387
11689,11689,201905,4,1,3,3,0,1,85
11690,11690,202005,2,0,6,5,0,0,1755
11691,11691,201905,7,1,4,3,0,2,485
11692,11692,202005,2,0,0,1,0,1,4658
11693,11693,202105,10,0,0,5,1,4,47
11694,11694,201905,11,0,3,4,0,0,4049
11695,11695,202105,13,0,2,1,1,2,367
11696,11696,201905,7,1,2,5,1,1,256
11697,11697,202105,12,0,2,0,0,2,562
11698,11698,202105,6,1,5,2,0,3,362
11699,11699,202005,9,1,5,1,0,4,14
11700,11700,202005,6,1,4,3,1,4,43
11701,11701,202105,6,1,4,4,1,3,258
11702,11702,201905,5,0,3,2,0,1,4719
11703,11703,202005,10,0,6,5,0,1,418
11704,11704,201905,11,1,5,4,0,3,2411
11705,11705,202005,9,1,4,4,0,3,121
11706,11706,202105,0,1,2,1,0,3,133
11707,11707,201905,10,0,6,4,1,1,514
11708,11708,202105,9,1,2,3,0,1,115
11709,11709,202105,5,0,2,1,1,3,835
11710,11710,202005,2,1,0,2,1,0,253
11711,11711,201905,7,0,2,5,0,1,2037
11712,11712,202105,4,0,3,3,0,2,1144
11713,11713,202005,9,1,6,0,1,2,15
11714,11714,202105,6,0,0,1,1,1,178
11715,11715,202105,9,1,2,2,1,4,53
11716,11716,202005,13,1,4,0,0,4,30
11717,11717,202105,6,0,0,5,1,1,197
11718,11718,202005,12,0,1,3,1,0,344
11719,11719,202005,1,0,6,3,0,1,45
11720,11720,202005,1,1,5,4,0,4,5
11721,11721,201905,9,1,5,2,0,4,10
11722,11722,202005,1,0,0,2,0,0,11
11723,11723,202105,12,0,2,1,0,2,3849
11724,11724,202005,0,1,0,5,1,2,315
11725,11725,202105,12,0,2,3,1,2,1658
11726,11726,202105,9,1,4,1,0,0,21
11727,11727,202105,11,1,4,3,0,3,6231
11728,11728,201905,11,0,1,2,1,1,6058
11729,11729,201905,0,1,5,2,0,0,370
11730,11730,202005,2,1,6,5,0,4,140
11731,11731,202105,4,0,2,0,0,4,6
11732,11732,202005,3,1,6,5,1,4,19
11733,11733,202005,5,0,3,2,1,3,2280
11734,11734,201905,11,1,4,2,0,4,393
11735,11735,202005,0,1,6,3,1,1,542
11736,11736,202005,13,1,5,1,0,0,680
11737,11737,201905,11,0,6,2,1,0,1880
11738,11738,201905,1,0,3,0,0,1,3
11739,11739,201905,4,0,1,4,1,0,260
11740,11740,202105,0,1,4,2,1,1,2533
11741,11741,202005,6,1,6,2,1,1,82
11742,11742,202005,4,0,2,1,0,2,455
11743,11743,201905,8,0,3,4,1,1,724
11744,11744,202105,2,1,2,4,0,4,652
11745,11745,202105,0,1,5,1,1,4,193
11746,11746,202005,9,0,3,1,0,3,47
11747,11747,201905,4,1,3,4,0,1,107
11748,11748,202005,10,0,3,5,1,4,38
11749,11749,201905,3,1,4,1,0,3,120
11750,11750,202005,2,0,3,5,1,2,4182
11751,11751,202005,5,0,1,1,0,2,4182
11752,11752,201905,13,0,2,5,0,4,127
11753,11753,202105,10,1,4,4,1,4,150
11754,11754,201905,2,0,1,0,0,0,310
11755,11755,202005,9,1,0,3,0,1,47
11756,11756,201905,0,1,5,3,1,2,1052
11757,11757,201905,12,0,1,4,0,3,8518
11758,11758,202005,4,0,3,2,1,1,1114
11759,11759,202105,6,1,4,1,1,1,126
11760,11760,202005,1,0,3,5,0,2,71
11761,11761,202005,0,0,2,0,1,2,262
11762,11762,201905,12,1,5,3,1,3,1691
11763,11763,202005,10,0,0,0,1,3,31
11764,11764,202005,8,0,2,5,0,4,155
11765,11765,201905,13,1,5,5,0,3,417
11766,11766,202005,2,1,5,0,0,1,1162
11767,11767,201905,4,0,2,1,1,2,235
11768,11768,202005,10,0,6,3,1,0,198
11769,11769,201905,5,0,0,1,1,4,229
11770,11770,202005,8,0,0,1,0,2,1070
11771,11771,202105,8,0,3,3,0,4,600
11772,11772,202105,11,0,2,5,0,3,1912
11773,11773,202105,0,0,6,3,0,1,2464
11774,11774,201905,11,1,2,1,0,4,56
11775,11775,201905,3,0,2,1,1,0,74
11776,11776,202005,3,0,0,4,0,4,66
11777,11777,202005,11,1,0,0,1,3,45
11778,11778,202105,0,1,5,3,0,0,756
11779,11779,202005,12,0,1,3,0,4,4061
11780,11780,201905,2,1,3,0,1,2,84
11781,11781,202105,9,0,3,2,1,4,196
11782,11782,202005,1,0,3,4,0,4,13
11783,11783,202005,12,0,6,2,1,4,802
11784,11784,202105,2,0,3,1,1,2,5264
11785,11785,201905,2,0,1,1,1,1,2250
11786,11786,201905,1,0,3,2,1,1,71
11787,11787,202005,8,0,2,4,1,2,1625
11788,11788,202005,0,0,3,0,1,0,168
11789,11789,202005,2,1,0,2,0,3,916
11790,11790,201905,11,1,5,5,0,3,1691
11791,11791,201905,7,0,6,1,0,4,22
11792,11792,202005,2,0,3,1,0,4,851
11793,11793,202105,13,0,6,0,0,2,414
11794,11794,202005,2,0,3,4,1,4,746
11795,11795,201905,6,0,2,3,1,0,65
11796,11796,202005,0,0,1,0,0,2,147
11797,11797,202105,2,1,4,4,1,2,8180
11798,11798,202105,1,0,0,3,1,4,31
11799,11799,202005,1,1,5,3,0,2,107
11800,11800,202105,5,0,1,2,1,2,6312
11801,11801,202005,9,1,6,0,1,4,5
11802,11802,201905,12,0,3,1,1,2,856
11803,11803,202105,5,1,4,4,0,2,15564
11804,11804,202005,0,1,0,5,1,1,391
11805,11805,202005,13,0,0,5,1,3,282
11806,11806,201905,13,1,5,3,1,0,308
11807,11807,202105,11,1,2,0,1,0,272
11808,11808,202005,4,0,3,2,1,0,367
11809,11809,202005,10,1,5,3,1,4,104
11810,11810,202005,10,0,6,3,1,3,348
11811,11811,202005,5,0,6,0,0,1,943
11812,11812,202105,0,0,2,2,0,1,1029
11813,11813,202105,1,1,5,3,1,1,100
11814,11814,202005,2,0,1,3,0,4,2023
11815,11815,202105,3,0,0,1,0,4,62
11816,11816,202105,3,1,2,0,1,3,33
11817,11817,202005,13,1,6,0,0,0,101
11818,11818,202005,11,1,6,3,0,3,942
11819,11819,202005,9,1,4,2,1,2,597
11820,11820,201905,5,1,4,5,0,2,3011
11821,11821,201905,3,1,2,0,1,2,32
11822,11822,202005,9,0,6,2,0,4,27
11823,11823,201905,4,1,5,0,0,0,64
11824,11824,202005,11,1,6,3,1,4,171
11825,11825,202105,0,0,1,5,1,0,664
11826,11826,201905,5,0,0,0,0,4,53
11827,11827,202105,6,0,0,3,1,2,239
11828,11828,201905,1,1,5,1,1,1,23
11829,11829,202005,1,0,1,3,1,3,212
11830,11830,202005,9,1,6,0,1,3,8
11831,11831,202005,9,0,3,0,1,2,86
11832,11832,202005,4,0,3,3,1,2,736
11833,11833,202105,4,1,2,0,0,4,8
11834,11834,202005,12,0,3,5,0,4,2375
11835,11835,201905,5,0,6,4,1,3,1029
11836,11836,201905,4,1,5,0,0,3,13
11837,11837,202105,13,1,4,3,1,2,1396
11838,11838,202105,10,0,1,5,0,2,510
11839,11839,202105,8,1,5,5,1,2,1149
11840,11840,201905,11,0,3,3,0,4,525
11841,11841,202105,9,1,2,4,1,2,394
11842,11842,202105,11,1,4,4,1,1,8108
11843,11843,202105,10,1,5,4,1,1,598
11844,11844,202105,12,0,2,0,0,3,687
11845,11845,201905,12,0,0,1,1,0,188
11846,11846,201905,9,1,4,2,1,0,102
11847,11847,202105,4,1,2,4,1,1,359
11848,11848,202005,12,1,4,3,0,2,10105
11849,11849,201905,10,0,2,0,1,2,55
11850,11850,201905,0,0,0,5,1,0,487
11851,11851,201905,11,1,4,5,0,1,8481
11852,11852,201905,4,1,2,2,0,4,6
11853,11853,202005,13,1,6,0,1,0,41
11854,11854,201905,10,0,0,0,1,3,24
11855,11855,202005,5,1,6,1,1,2,395
11856,11856,202005,5,0,3,0,0,4,132
11857,11857,202005,2,0,6,2,1,1,4732
11858,11858,201905,6,1,5,3,1,4,7
11859,11859,202005,3,0,1,0,1,4,14
11860,11860,202005,10,0,3,3,1,1,1052
11861,11861,202005,1,1,4,5,0,3,54
11862,11862,201905,11,0,1,4,1,4,436
11863,11863,201905,6,0,0,1,1,4,17
11864,11864,202105,4,1,2,3,0,1,327
11865,11865,202005,5,0,6,0,1,0,201
11866,11866,202105,2,0,1,4,1,0,1230
11867,11867,201905,9,1,4,0,0,0,11
11868,11868,201905,12,0,1,0,0,4,928
11869,11869,201905,7,1,5,0,0,3,21
11870,11870,201905,9,0,1,4,0,2,139
11871,11871,202105,8,0,1,0,0,4,37
11872,11872,202105,5,0,2,2,1,1,2792
11873,11873,202105,4,1,2,3,1,0,118
11874,11874,202105,4,0,6,4,1,3,253
11875,11875,201905,7,0,3,5,1,2,335
11876,11876,202105,0,1,2,2,1,4,152
11877,11877,202005,6,1,0,1,1,0,9
11878,11878,201905,10,1,3,1,0,1,19
11879,11879,201905,1,0,6,5,0,3,30
11880,11880,201905,11,1,2,0,1,1,170
11881,11881,202105,8,0,1,5,0,1,2034
11882,11882,202005,12,0,3,0,1,0,56
11883,11883,202005,7,0,1,0,0,1,418
11884,11884,201905,0,0,6,5,0,1,872
11885,11885,201905,8,1,3,0,1,0,14
11886,11886,202005,9,0,6,1,1,1,352
11887,11887,201905,9,1,4,4,1,4,35
11888,11888,202105,11,0,3,1,1,4,531
11889,11889,202105,6,1,5,0,1,0,14
11890,11890,201905,7,1,4,3,1,4,19
11891,11891,202005,5,0,1,0,0,0,353
11892,11892,202105,1,1,5,3,1,4,47
11893,11893,202005,12,0,0,5,1,3,1477
11894,11894,201905,13,1,5,2,0,2,1445
11895,11895,201905,9,0,1,1,0,1,102
11896,11896,201905,13,1,5,3,1,3,250
11897,11897,201905,9,0,2,2,0,0,67
11898,11898,202105,11,1,2,0,0,4,66
11899,11899,202005,6,1,6,4,1,3,46
11900,11900,202105,9,1,4,3,0,3,134
11901,11901,201905,8,0,3,4,1,4,99
11902,11902,201905,4,0,0,2,1,4,56
11903,11903,201905,12,1,4,5,1,3,1476
11904,11904,202105,4,0,3,2,1,2,1085
11905,11905,202105,9,0,1,5,0,4,31
11906,11906,201905,3,1,4,2,0,1,963
11907,11907,201905,11,1,5,2,1,1,3006
11908,11908,202005,4,1,0,3,0,1,154
11909,11909,201905,6,0,2,0,0,3,16
11910,11910,201905,11,1,5,0,1,0,266
11911,11911,202105,11,1,5,5,0,3,3881
11912,11912,201905,5,0,3,0,0,3,164
11913,11913,202105,7,0,6,1,1,4,24
11914,11914,202005,11,1,6,4,1,2,1704
11915,11915,202005,3,1,4,0,0,3,68
11916,11916,202105,3,0,1,4,1,3,515
11917,11917,201905,0,0,2,0,0,0,88
11918,11918,202105,2,1,4,1,1,4,841
11919,11919,202105,10,0,1,5,0,0,252
11920,11920,201905,10,1,3,3,1,3,61
11921,11921,201905,3,1,5,2,0,4,58
11922,11922,202105,11,0,6,4,1,4,719
11923,11923,201905,12,0,3,2,1,0,197
11924,11924,202005,5,0,3,0,1,3,185
11925,11925,202005,13,1,6,3,0,3,226
11926,11926,201905,9,1,4,0,1,0,28
11927,11927,202105,13,1,5,2,0,1,3918
11928,11928,201905,3,0,3,2,0,1,1872
11929,11929,202005,7,0,6,5,0,1,1909
11930,11930,201905,0,1,3,0,0,1,31
11931,11931,202005,1,0,1,5,0,1,46
11932,11932,202005,1,1,4,2,1,1,93
11933,11933,201905,9,1,5,3,1,4,25
11934,11934,202005,13,0,6,1,0,2,1681
11935,11935,202105,1,0,3,1,1,0,6
11936,11936,201905,13,0,1,2,1,1,1436
11937,11937,202105,3,0,1,3,1,3,631
11938,11938,202005,1,0,3,0,0,1,9
11939,11939,201905,9,0,6,4,1,1,491
11940,11940,201905,12,0,2,4,1,4,950
11941,11941,201905,0,0,3,3,0,4,282
11942,11942,201905,1,1,3,1,0,2,10
11943,11943,202005,8,0,2,4,1,3,800
11944,11944,202005,12,1,0,1,0,3,2599
11945,11945,201905,1,1,5,2,1,2,108
11946,11946,202005,2,1,0,2,0,2,1792
11947,11947,202105,13,1,2,2,0,0,943
11948,11948,202105,4,0,6,5,1,1,659
11949,11949,201905,13,0,0,0,0,0,300
11950,11950,202105,8,0,3,2,0,1,3922
11951,11951,202105,7,0,2,5,1,3,50
11952,11952,202005,11,0,3,1,0,4,363
11953,11953,202005,3,1,0,4,0,1,247
11954,11954,202105,1,0,6,4,0,3,97
11955,11955,202005,9,0,6,1,0,3,44
11956,11956,202105,5,1,4,1,0,1,3021
11957,11957,202005,5,0,2,5,0,2,7845
11958,11958,202005,7,0,3,3,1,0,116
11959,11959,202105,8,0,3,3,1,0,683
11960,11960,202105,11,0,1,5,1,2,4512
11961,11961,202005,8,1,4,2,0,2,2048
11962,11962,202105,3,0,0,0,1,1,50
11963,11963,201905,0,1,3,1,0,2,65
11964,11964,202105,5,1,4,1,1,2,2040
11965,11965,202105,13,0,3,5,0,3,1311
11966,11966,201905,0,0,3,0,1,0,82
11967,11967,202005,10,1,5,1,0,2,211
11968,11968,201905,11,0,0,2,0,4,668
11969,11969,201905,0,0,0,1,1,4,176
11970,11970,201905,5,0,1,3,0,1,5946
11971,11971,201905,2,1,5,2,1,4,414
11972,11972,202105,5,0,1,2,0,3,6270
11973,11973,202005,8,0,1,5,0,2,1790
11974,11974,202005,9,0,3,2,0,0,100
11975,11975,201905,8,1,2,1,0,1,208
11976,11976,202105,13,0,0,4,0,3,978
11977,11977,202005,3,1,0,4,0,2,473
11978,11978,202005,10,0,1,5,0,1,480
11979,11979,202005,0,1,4,1,1,1,665
11980,11980,202005,13,0,1,0,1,0,112
11981,11981,202105,9,1,5,3,0,2,263
11982,11982,202105,5,0,3,0,0,0,481
11983,11983,201905,5,1,2,2,1,0,206
11984,11984,201905,3,0,2,3,1,0,184
11985,11985,201905,3,1,4,2,0,0,310
11986,11986,202105,3,0,1,4,0,4,90
11987,11987,201905,9,0,3,3,1,4,129
11988,11988,202005,13,0,3,0,0,0,417
11989,11989,202005,5,0,2,0,0,0,419
11990,11990,202105,0,0,0,5,0,2,1124
11991,11991,202105,2,0,2,1,1,2,1930
11992,11992,202005,6,1,5,3,1,3,117
11993,11993,202005,2,0,2,2,0,4,1726
11994,11994,202005,7,0,1,3,0,2,805
11995,11995,202005,6,0,6,2,1,2,294
11996,11996,202005,9,1,4,0,1,2,110
11997,11997,201905,4,0,6,3,1,4,52
11998,11998,202005,5,0,1,3,0,4,1168
11999,11999,202105,10,0,6,1,0,1,283
12000,12000,201905,7,0,3,1,1,1,365
12001,12001,202105,6,0,1,3,1,3,194
12002,12002,201905,3,1,5,3,1,4,56
12003,12003,201905,7,1,2,0,0,4,4
12004,12004,201905,12,1,3,5,0,0,233
12005,12005,202005,2,0,6,5,1,0,942
12006,12006,201905,13,0,2,5,1,1,872
12007,12007,202105,10,1,4,5,0,3,235
12008,12008,202005,8,0,0,3,1,2,1442
12009,12009,201905,3,1,5,4,1,0,196
12010,12010,202105,13,0,0,5,1,4,90
12011,12011,202005,12,0,3,3,0,2,6816
12012,12012,202005,9,0,2,2,0,3,102
12013,12013,201905,4,0,1,1,0,3,86
12014,12014,201905,10,1,2,1,1,0,15
12015,12015,201905,2,0,3,5,1,1,2322
12016,12016,202005,3,0,1,3,1,1,690
12017,12017,202105,12,1,2,1,1,4,697
12018,12018,202105,13,1,2,2,1,1,632
12019,12019,201905,8,0,0,0,0,1,269
12020,12020,202105,12,1,5,3,0,0,804
12021,12021,202005,9,1,4,1,0,0,26
12022,12022,201905,0,1,5,5,0,2,478
