,CRI_YM,TAG,평일휴일,요일,시간대,성별,연령대,건수합계
16290,202105,차량정비_부품,휴일,토,E.18-22시,M,A.2O대,181
16291,202005,화장품,평일,월,A.02-06시,M,B.3O대,232
16292,201905,생활/사무용품,휴일,수,D.14-18시,M,E.60대이상,152
16293,201905,골프용품,휴일,월,C.10-14시,F,C.4O대,10
16294,202005,가전,휴일,토,A.02-06시,M,D.5O대,105
16295,201905,유아용품,평일,목,B.06-10시,M,E.60대이상,20
16296,202105,홈쇼핑,휴일,일,F.22-02시,F,E.60대이상,3857
16297,202005,애완용품,평일,금,B.06-10시,F,A.2O대,181
16298,201905,유아용품,휴일,토,F.22-02시,M,B.3O대,670
16299,201905,가전,휴일,토,E.18-22시,F,C.4O대,630
16300,201905,스포츠의류용품,휴일,수,C.10-14시,F,C.4O대,80
16301,201905,식료품,휴일,일,D.14-18시,M,A.2O대,646
16302,201905,패션,평일,화,A.02-06시,M,E.60대이상,33
16303,201905,홈쇼핑,평일,월,C.10-14시,M,C.4O대,1385
16304,202005,화장품,휴일,화,C.10-14시,F,C.4O대,619
16305,202005,가전,휴일,금,C.10-14시,F,E.60대이상,50
16306,202005,홈쇼핑,평일,화,D.14-18시,F,D.5O대,5127
16307,202005,스포츠의류용품,휴일,화,D.14-18시,F,D.5O대,45
16308,201905,생활/사무용품,휴일,토,F.22-02시,M,D.5O대,561
16309,202105,취미용품,평일,금,F.22-02시,M,D.5O대,178
16310,202105,골프용품,평일,화,D.14-18시,F,D.5O대,120
16311,202105,골프용품,휴일,토,C.10-14시,F,E.60대이상,27
16312,202005,차량정비_부품,휴일,토,B.06-10시,M,D.5O대,111
16313,201905,생활/사무용품,휴일,토,D.14-18시,M,A.2O대,489
16314,202105,애완용품,평일,목,D.14-18시,F,B.3O대,768
16315,202105,생활/사무용품,휴일,수,C.10-14시,F,C.4O대,3870
16316,202105,패션,평일,화,F.22-02시,M,B.3O대,4851
16317,202005,애완용품,휴일,일,B.06-10시,F,E.60대이상,26
16318,201905,차량정비_부품,휴일,월,B.06-10시,M,A.2O대,16
16319,201905,애완용품,평일,목,A.02-06시,M,C.4O대,19
16320,202005,유아용품,평일,월,C.10-14시,M,E.60대이상,33
16321,202005,애완용품,휴일,금,A.02-06시,M,A.2O대,9
16322,202105,취미용품,휴일,일,F.22-02시,M,D.5O대,294
16323,202005,스포츠의류용품,평일,월,A.02-06시,F,C.4O대,124
16324,202005,인테리어,휴일,화,E.18-22시,F,A.2O대,388
16325,202105,취미용품,휴일,일,B.06-10시,F,B.3O대,212
16326,201905,애완용품,휴일,토,B.06-10시,M,D.5O대,19
16327,201905,생활/사무용품,휴일,일,C.10-14시,F,A.2O대,886
16328,202105,패션,평일,목,C.10-14시,F,C.4O대,12097
16329,202005,화장품,평일,수,F.22-02시,M,C.4O대,1194
16330,202005,서적,평일,수,E.18-22시,M,B.3O대,589
16331,201905,차량정비_부품,휴일,토,F.22-02시,M,E.60대이상,15
16332,202005,가전,평일,월,A.02-06시,M,B.3O대,332
16333,202105,가전,휴일,수,A.02-06시,F,B.3O대,103
16334,202105,차량정비_부품,평일,수,B.06-10시,M,E.60대이상,32
16335,201905,가전,평일,수,C.10-14시,M,A.2O대,685
16336,202005,골프용품,휴일,일,E.18-22시,F,E.60대이상,10
16337,202105,애완용품,평일,화,A.02-06시,M,E.60대이상,7
16338,202005,스포츠의류용품,휴일,화,E.18-22시,F,D.5O대,69
16339,201905,화장품,휴일,일,F.22-02시,F,E.60대이상,90
16340,202005,골프용품,평일,목,D.14-18시,F,C.4O대,101
16341,201905,화장품,휴일,수,B.06-10시,M,C.4O대,166
16342,202105,취미용품,휴일,수,A.02-06시,M,A.2O대,23
16343,202105,인테리어,평일,수,F.22-02시,F,E.60대이상,99
16344,202005,인테리어,휴일,화,A.02-06시,F,A.2O대,76
16345,201905,홈쇼핑,휴일,일,A.02-06시,F,C.4O대,888
16346,202005,스포츠의류용품,휴일,화,F.22-02시,F,A.2O대,165
16347,202105,식료품,휴일,수,D.14-18시,M,B.3O대,1768
16348,202005,패션,평일,금,D.14-18시,M,A.2O대,1907
16349,201905,애완용품,평일,금,C.10-14시,M,A.2O대,87
16350,202105,스포츠의류용품,휴일,일,B.06-10시,F,D.5O대,182
16351,201905,식료품,평일,목,C.10-14시,F,A.2O대,2305
16352,202005,화장품,휴일,금,D.14-18시,M,B.3O대,278
16353,202005,차량정비_부품,휴일,화,B.06-10시,F,D.5O대,8
16354,202005,식료품,휴일,화,D.14-18시,M,A.2O대,252
16355,202005,생활/사무용품,평일,수,C.10-14시,M,B.3O대,6076
16356,201905,스포츠의류용품,평일,화,F.22-02시,M,C.4O대,435
16357,202005,취미용품,휴일,토,E.18-22시,M,D.5O대,327
16358,202105,스포츠의류용품,평일,목,C.10-14시,F,A.2O대,554
16359,201905,유아용품,평일,목,C.10-14시,M,A.2O대,122
16360,202105,패션,평일,수,B.06-10시,F,A.2O대,1835
16361,202105,유아용품,평일,화,C.10-14시,M,B.3O대,1096
16362,202105,유아용품,휴일,수,D.14-18시,F,E.60대이상,22
16363,201905,홈쇼핑,평일,금,A.02-06시,M,C.4O대,293
16364,202005,서적,휴일,화,F.22-02시,M,B.3O대,158
16365,201905,인테리어,평일,월,C.10-14시,M,A.2O대,287
16366,202005,스포츠의류용품,휴일,금,E.18-22시,F,D.5O대,48
16367,202005,유아용품,평일,월,B.06-10시,M,A.2O대,40
16368,202005,골프용품,휴일,토,D.14-18시,F,D.5O대,65
16369,201905,생활/사무용품,평일,수,A.02-06시,F,C.4O대,472
16370,202005,생활/사무용품,평일,금,A.02-06시,M,B.3O대,685
16371,202105,패션,평일,목,E.18-22시,M,B.3O대,5020
16372,202105,스포츠의류용품,휴일,일,B.06-10시,M,D.5O대,137
16373,201905,애완용품,휴일,월,A.02-06시,F,B.3O대,19
16374,202005,스포츠의류용품,평일,목,D.14-18시,F,E.60대이상,49
16375,201905,서적,평일,수,B.06-10시,F,D.5O대,169
16376,201905,식료품,평일,수,E.18-22시,F,A.2O대,1425
16377,202105,가전,평일,월,F.22-02시,M,B.3O대,3198
16378,202005,취미용품,평일,목,E.18-22시,M,E.60대이상,72
16379,202105,서적,평일,금,C.10-14시,M,A.2O대,161
16380,201905,골프용품,평일,금,E.18-22시,M,E.60대이상,13
16381,202005,인테리어,휴일,금,A.02-06시,M,C.4O대,42
16382,202005,유아용품,평일,금,D.14-18시,M,E.60대이상,27
16383,202005,패션,휴일,토,A.02-06시,F,D.5O대,487
16384,202105,취미용품,휴일,수,A.02-06시,F,D.5O대,20
16385,201905,애완용품,휴일,토,A.02-06시,F,A.2O대,51
16386,202105,인테리어,휴일,일,C.10-14시,F,A.2O대,1067
16387,202105,식료품,휴일,수,A.02-06시,M,A.2O대,89
16388,202005,차량정비_부품,평일,금,D.14-18시,M,D.5O대,416
16389,202005,인테리어,평일,금,E.18-22시,M,B.3O대,957
16390,202105,가전,평일,월,D.14-18시,F,C.4O대,2595
16391,202105,패션,휴일,수,C.10-14시,M,B.3O대,2045
16392,202005,인테리어,휴일,토,E.18-22시,F,E.60대이상,223
16393,202105,화장품,휴일,토,D.14-18시,M,C.4O대,1265
16394,201905,식료품,휴일,일,C.10-14시,M,D.5O대,616
16395,202005,서적,평일,월,B.06-10시,F,C.4O대,1052
16396,202005,화장품,평일,금,F.22-02시,M,E.60대이상,64
16397,202005,스포츠의류용품,휴일,금,B.06-10시,M,D.5O대,17
16398,201905,골프용품,휴일,일,E.18-22시,F,C.4O대,73
16399,202105,유아용품,평일,월,B.06-10시,F,D.5O대,103
16400,201905,식료품,휴일,토,B.06-10시,F,D.5O대,705
16401,202105,패션,휴일,수,F.22-02시,F,E.60대이상,337
16402,201905,유아용품,평일,수,A.02-06시,F,D.5O대,19
16403,202105,홈쇼핑,휴일,토,A.02-06시,M,E.60대이상,416
16404,202005,생활/사무용품,평일,목,A.02-06시,M,B.3O대,742
16405,202005,홈쇼핑,평일,화,C.10-14시,M,A.2O대,276
16406,202105,화장품,휴일,토,F.22-02시,M,C.4O대,986
16407,202105,가전,평일,목,D.14-18시,F,C.4O대,1988
16408,202005,취미용품,평일,월,B.06-10시,F,C.4O대,220
16409,202005,생활/사무용품,평일,금,F.22-02시,M,B.3O대,2749
16410,202005,생활/사무용품,평일,목,B.06-10시,F,E.60대이상,728
16411,202105,골프용품,휴일,토,A.02-06시,M,D.5O대,17
16412,202005,식료품,평일,화,C.10-14시,M,C.4O대,3438
16413,202105,서적,휴일,수,B.06-10시,F,A.2O대,61
16414,202005,식료품,평일,화,A.02-06시,F,D.5O대,261
16415,202005,취미용품,평일,월,C.10-14시,F,C.4O대,684
16416,202005,화장품,휴일,일,E.18-22시,F,A.2O대,2955
16417,202105,화장품,평일,월,B.06-10시,M,E.60대이상,170
16418,201905,홈쇼핑,휴일,수,D.14-18시,F,D.5O대,1550
16419,202005,골프용품,평일,화,F.22-02시,F,A.2O대,6
16420,201905,홈쇼핑,휴일,월,A.02-06시,M,C.4O대,87
16421,202005,서적,평일,월,A.02-06시,F,D.5O대,64
16422,202105,골프용품,평일,목,D.14-18시,F,C.4O대,180
16423,202005,골프용품,평일,월,A.02-06시,M,C.4O대,31
16424,202105,패션,평일,수,B.06-10시,F,B.3O대,3559
16425,202005,생활/사무용품,휴일,화,D.14-18시,M,A.2O대,260
16426,202005,화장품,휴일,토,D.14-18시,F,D.5O대,972
16427,202105,취미용품,평일,수,C.10-14시,F,D.5O대,256
16428,202105,유아용품,평일,월,C.10-14시,M,E.60대이상,67
16429,202105,홈쇼핑,평일,화,A.02-06시,F,B.3O대,341
16430,202105,유아용품,평일,월,B.06-10시,F,E.60대이상,46
16431,202105,서적,평일,월,B.06-10시,F,A.2O대,252
16432,201905,서적,평일,화,E.18-22시,M,C.4O대,1072
16433,201905,패션,평일,목,C.10-14시,F,D.5O대,3237
16434,201905,생활/사무용품,평일,목,F.22-02시,F,D.5O대,1624
16435,202105,인테리어,휴일,토,A.02-06시,M,E.60대이상,50
16436,202005,취미용품,평일,월,F.22-02시,M,B.3O대,868
16437,202105,서적,평일,수,C.10-14시,M,C.4O대,853
16438,202005,화장품,휴일,토,D.14-18시,M,C.4O대,1002
16439,201905,가전,평일,금,A.02-06시,F,C.4O대,81
16440,202105,골프용품,휴일,일,E.18-22시,F,D.5O대,133
16441,201905,차량정비_부품,휴일,수,C.10-14시,M,E.60대이상,11
16442,201905,인테리어,휴일,월,F.22-02시,F,A.2O대,201
16443,202105,애완용품,평일,금,C.10-14시,M,D.5O대,182
16444,202005,애완용품,휴일,토,E.18-22시,M,B.3O대,301
16445,202005,차량정비_부품,평일,월,A.02-06시,M,B.3O대,102
16446,202005,서적,휴일,토,E.18-22시,M,E.60대이상,103
16447,202105,인테리어,휴일,일,C.10-14시,M,E.60대이상,416
16448,202105,골프용품,휴일,토,D.14-18시,M,C.4O대,282
16449,201905,인테리어,휴일,수,D.14-18시,F,E.60대이상,50
16450,201905,홈쇼핑,평일,금,F.22-02시,F,B.3O대,4091
16451,202105,골프용품,평일,금,F.22-02시,F,B.3O대,43
16452,202105,식료품,평일,화,E.18-22시,F,B.3O대,9134
16453,202005,홈쇼핑,평일,금,C.10-14시,M,B.3O대,1434
16454,201905,생활/사무용품,평일,수,C.10-14시,M,E.60대이상,745
16455,201905,골프용품,휴일,월,F.22-02시,M,D.5O대,10
16456,202005,차량정비_부품,휴일,금,F.22-02시,M,A.2O대,29
16457,201905,취미용품,평일,금,A.02-06시,M,A.2O대,24
16458,202105,골프용품,평일,월,F.22-02시,M,C.4O대,242
16459,201905,가전,휴일,일,B.06-10시,M,A.2O대,155
16460,201905,스포츠의류용품,평일,금,D.14-18시,M,C.4O대,539
16461,202105,홈쇼핑,평일,목,F.22-02시,F,C.4O대,8147
16462,202005,가전,평일,금,B.06-10시,M,B.3O대,1477
16463,202105,골프용품,휴일,일,C.10-14시,F,E.60대이상,16
16464,202105,골프용품,평일,수,E.18-22시,M,B.3O대,35
16465,202005,애완용품,평일,금,D.14-18시,M,E.60대이상,30
16466,201905,생활/사무용품,휴일,월,B.06-10시,F,A.2O대,110
16467,202105,서적,평일,목,C.10-14시,F,E.60대이상,180
16468,202005,인테리어,평일,월,C.10-14시,F,B.3O대,3093
16469,202105,취미용품,휴일,일,E.18-22시,M,B.3O대,940
16470,202105,인테리어,평일,금,F.22-02시,M,D.5O대,505
16471,201905,인테리어,평일,목,B.06-10시,F,C.4O대,718
16472,201905,식료품,평일,화,D.14-18시,M,E.60대이상,494
16473,201905,애완용품,평일,화,B.06-10시,F,A.2O대,196
16474,202105,생활/사무용품,평일,화,D.14-18시,F,C.4O대,9716
16475,202105,가전,휴일,토,C.10-14시,M,E.60대이상,377
16476,202105,취미용품,휴일,수,F.22-02시,M,A.2O대,103
16477,201905,골프용품,휴일,수,E.18-22시,F,D.5O대,13
16478,201905,애완용품,평일,화,D.14-18시,M,A.2O대,73
16479,201905,홈쇼핑,휴일,수,D.14-18시,M,B.3O대,314
16480,202105,차량정비_부품,평일,목,C.10-14시,M,B.3O대,982
16481,202005,차량정비_부품,휴일,금,F.22-02시,F,A.2O대,23
16482,202105,서적,평일,금,A.02-06시,F,C.4O대,206
16483,202105,가전,평일,화,B.06-10시,F,A.2O대,592
16484,201905,서적,휴일,토,C.10-14시,M,E.60대이상,74
16485,201905,서적,휴일,일,C.10-14시,M,A.2O대,184
16486,202005,화장품,휴일,토,A.02-06시,F,C.4O대,414
16487,201905,차량정비_부품,휴일,수,E.18-22시,F,B.3O대,42
16488,202105,화장품,평일,화,A.02-06시,F,A.2O대,389
16489,202005,서적,평일,수,D.14-18시,M,D.5O대,587
16490,202005,식료품,휴일,금,F.22-02시,M,C.4O대,553
16491,202005,골프용품,평일,목,F.22-02시,M,B.3O대,76
16492,202105,가전,평일,화,F.22-02시,F,E.60대이상,165
16493,202005,골프용품,평일,금,B.06-10시,F,E.60대이상,9
16494,201905,홈쇼핑,평일,금,C.10-14시,F,A.2O대,984
16495,202105,화장품,휴일,토,F.22-02시,M,B.3O대,1068
16496,202105,유아용품,평일,목,C.10-14시,M,E.60대이상,49
16497,202105,패션,휴일,수,F.22-02시,M,E.60대이상,218
16498,201905,식료품,휴일,일,F.22-02시,M,B.3O대,1836
16499,201905,인테리어,휴일,토,B.06-10시,M,B.3O대,305
16500,201905,골프용품,평일,목,D.14-18시,F,D.5O대,52
16501,202005,가전,휴일,금,D.14-18시,M,B.3O대,456
16502,202005,인테리어,휴일,일,B.06-10시,M,D.5O대,362
16503,201905,화장품,평일,월,A.02-06시,M,D.5O대,46
16504,202005,스포츠의류용품,휴일,금,A.02-06시,M,D.5O대,8
16505,201905,가전,평일,목,E.18-22시,M,C.4O대,1572
16506,201905,취미용품,평일,수,B.06-10시,M,A.2O대,67
16507,202105,차량정비_부품,휴일,수,A.02-06시,M,D.5O대,12
16508,202105,가전,휴일,토,E.18-22시,F,B.3O대,1637
16509,202005,인테리어,평일,목,D.14-18시,M,A.2O대,443
16510,202005,골프용품,평일,수,D.14-18시,M,B.3O대,140
16511,202105,식료품,평일,월,A.02-06시,F,E.60대이상,237
16512,202105,취미용품,휴일,수,E.18-22시,F,D.5O대,114
16513,201905,애완용품,평일,화,F.22-02시,M,A.2O대,58
16514,202105,취미용품,휴일,일,D.14-18시,F,C.4O대,983
16515,201905,스포츠의류용품,휴일,일,B.06-10시,M,E.60대이상,16
16516,201905,취미용품,휴일,월,B.06-10시,M,E.60대이상,3
16517,201905,애완용품,평일,화,F.22-02시,F,A.2O대,342
16518,201905,패션,휴일,월,E.18-22시,M,D.5O대,438
16519,202005,골프용품,평일,화,E.18-22시,M,B.3O대,89
16520,201905,스포츠의류용품,평일,목,B.06-10시,F,A.2O대,199
16521,201905,가전,평일,금,D.14-18시,F,B.3O대,2201
16522,202005,식료품,평일,수,D.14-18시,M,E.60대이상,916
16523,201905,홈쇼핑,평일,금,D.14-18시,M,D.5O대,1485
16524,202005,홈쇼핑,평일,월,D.14-18시,M,E.60대이상,1044
16525,202105,취미용품,평일,목,B.06-10시,F,D.5O대,137
16526,202005,애완용품,평일,수,D.14-18시,F,C.4O대,588
16527,202105,차량정비_부품,휴일,토,A.02-06시,M,B.3O대,109
16528,202005,패션,평일,금,D.14-18시,M,B.3O대,4514
16529,201905,식료품,휴일,일,F.22-02시,M,D.5O대,629
16530,201905,인테리어,평일,수,A.02-06시,M,D.5O대,44
16531,201905,서적,평일,금,D.14-18시,F,B.3O대,1647
16532,202005,식료품,평일,금,B.06-10시,M,B.3O대,1854
16533,202105,홈쇼핑,휴일,토,D.14-18시,M,A.2O대,274
16534,201905,생활/사무용품,평일,금,F.22-02시,F,B.3O대,3685
16535,201905,생활/사무용품,평일,월,D.14-18시,M,C.4O대,3283
16536,201905,취미용품,평일,금,F.22-02시,M,D.5O대,97
16537,202005,골프용품,평일,월,F.22-02시,M,B.3O대,99
16538,202105,화장품,평일,화,B.06-10시,M,C.4O대,788
16539,202005,골프용품,휴일,금,C.10-14시,M,D.5O대,33
16540,202105,가전,평일,목,A.02-06시,F,C.4O대,169
16541,202005,가전,평일,목,E.18-22시,F,D.5O대,594
16542,201905,화장품,평일,화,E.18-22시,M,A.2O대,402
16543,201905,유아용품,휴일,토,E.18-22시,F,D.5O대,77
16544,201905,인테리어,평일,수,F.22-02시,M,D.5O대,256
16545,202005,가전,휴일,일,D.14-18시,M,C.4O대,2200
16546,202105,차량정비_부품,휴일,일,A.02-06시,M,C.4O대,121
16547,202005,차량정비_부품,평일,화,A.02-06시,F,B.3O대,31
16548,202105,스포츠의류용품,평일,수,C.10-14시,M,E.60대이상,32
16549,202105,패션,휴일,일,B.06-10시,F,E.60대이상,535
16550,201905,취미용품,평일,화,F.22-02시,M,B.3O대,509
16551,202005,차량정비_부품,평일,월,A.02-06시,F,B.3O대,44
16552,201905,화장품,휴일,월,A.02-06시,M,B.3O대,35
16553,202105,가전,평일,월,F.22-02시,F,D.5O대,694
16554,201905,취미용품,평일,화,C.10-14시,F,B.3O대,480
16555,201905,골프용품,휴일,토,E.18-22시,F,B.3O대,25
16556,201905,가전,평일,화,B.06-10시,M,A.2O대,256
16557,202005,애완용품,평일,월,A.02-06시,F,E.60대이상,5
16558,202005,식료품,평일,화,E.18-22시,M,D.5O대,1479
16559,202005,화장품,평일,목,C.10-14시,F,E.60대이상,429
16560,201905,서적,평일,금,B.06-10시,M,A.2O대,88
16561,202005,차량정비_부품,평일,화,B.06-10시,M,A.2O대,94
16562,202105,애완용품,휴일,토,C.10-14시,M,A.2O대,88
16563,202105,생활/사무용품,평일,금,F.22-02시,M,C.4O대,3323
16564,201905,유아용품,휴일,토,F.22-02시,F,A.2O대,362
16565,202005,애완용품,평일,목,D.14-18시,F,C.4O대,588
16566,201905,스포츠의류용품,휴일,토,D.14-18시,M,E.60대이상,28
16567,202105,홈쇼핑,평일,금,D.14-18시,M,D.5O대,1970
16568,202005,홈쇼핑,휴일,토,E.18-22시,F,A.2O대,982
16569,202105,골프용품,평일,금,E.18-22시,F,D.5O대,93
16570,202005,서적,휴일,일,E.18-22시,M,A.2O대,228
16571,202005,화장품,휴일,토,C.10-14시,F,C.4O대,2743
16572,201905,홈쇼핑,휴일,수,D.14-18시,M,E.60대이상,254
16573,202105,스포츠의류용품,휴일,토,F.22-02시,F,A.2O대,473
16574,202005,취미용품,휴일,토,B.06-10시,M,C.4O대,295
16575,202105,차량정비_부품,휴일,수,F.22-02시,F,B.3O대,122
16576,201905,패션,휴일,월,D.14-18시,M,D.5O대,432
16577,202005,화장품,평일,월,E.18-22시,M,A.2O대,620
16578,201905,생활/사무용품,평일,수,B.06-10시,F,E.60대이상,554
16579,202005,골프용품,평일,화,C.10-14시,F,E.60대이상,8
16580,202005,스포츠의류용품,평일,목,C.10-14시,M,E.60대이상,64
16581,202005,인테리어,휴일,토,D.14-18시,F,E.60대이상,292
16582,202005,차량정비_부품,평일,화,C.10-14시,M,E.60대이상,83
16583,201905,화장품,평일,화,E.18-22시,F,C.4O대,1717
16584,202105,식료품,휴일,일,F.22-02시,F,C.4O대,11105
16585,202105,식료품,휴일,수,E.18-22시,M,C.4O대,2781
16586,202005,취미용품,평일,화,A.02-06시,M,A.2O대,40
16587,202105,인테리어,평일,화,E.18-22시,F,E.60대이상,294
16588,202005,패션,평일,수,A.02-06시,M,E.60대이상,81
16589,201905,인테리어,평일,금,C.10-14시,F,E.60대이상,210
16590,201905,홈쇼핑,휴일,수,A.02-06시,F,C.4O대,246
16591,201905,애완용품,휴일,수,E.18-22시,M,C.4O대,54
16592,202105,취미용품,평일,화,A.02-06시,F,B.3O대,66
16593,201905,가전,평일,화,F.22-02시,M,A.2O대,447
16594,202105,가전,휴일,일,B.06-10시,M,E.60대이상,131
16595,202105,차량정비_부품,휴일,토,E.18-22시,F,E.60대이상,29
16596,201905,유아용품,휴일,토,A.02-06시,F,A.2O대,151
16597,202005,서적,평일,화,B.06-10시,F,B.3O대,562
16598,202105,패션,평일,월,C.10-14시,F,C.4O대,15308
16599,201905,홈쇼핑,평일,목,E.18-22시,F,B.3O대,4796
16600,201905,골프용품,평일,월,E.18-22시,F,E.60대이상,5
16601,202105,골프용품,평일,화,F.22-02시,M,B.3O대,94
16602,202005,서적,평일,금,A.02-06시,F,B.3O대,192
16603,202105,생활/사무용품,평일,월,E.18-22시,F,A.2O대,3269
16604,202005,생활/사무용품,휴일,토,B.06-10시,F,B.3O대,3509
16605,202005,골프용품,휴일,화,D.14-18시,M,D.5O대,24
16606,201905,취미용품,평일,월,A.02-06시,M,A.2O대,20
16607,201905,애완용품,휴일,토,A.02-06시,F,E.60대이상,3
16608,201905,차량정비_부품,평일,수,D.14-18시,M,D.5O대,327
16609,202005,화장품,휴일,금,C.10-14시,F,A.2O대,481
16610,202105,생활/사무용품,휴일,토,D.14-18시,F,B.3O대,6727
16611,202105,취미용품,평일,화,F.22-02시,M,D.5O대,262
16612,202105,골프용품,평일,화,B.06-10시,M,E.60대이상,28
16613,202005,인테리어,평일,목,A.02-06시,F,A.2O대,239
16614,202005,화장품,평일,목,C.10-14시,M,E.60대이상,236
16615,202105,생활/사무용품,휴일,수,C.10-14시,M,C.4O대,2553
16616,202005,패션,평일,수,F.22-02시,M,A.2O대,2247
16617,202005,인테리어,평일,금,C.10-14시,M,B.3O대,1598
16618,202005,홈쇼핑,평일,화,D.14-18시,F,C.4O대,5277
16619,202005,패션,휴일,금,F.22-02시,F,E.60대이상,94
16620,201905,가전,휴일,토,F.22-02시,F,E.60대이상,42
16621,202105,패션,평일,금,D.14-18시,M,D.5O대,2159
16622,201905,스포츠의류용품,평일,목,F.22-02시,M,A.2O대,283
16623,202105,스포츠의류용품,평일,월,B.06-10시,M,A.2O대,154
16624,202005,패션,휴일,금,E.18-22시,M,A.2O대,453
16625,202105,홈쇼핑,휴일,토,A.02-06시,M,D.5O대,510
16626,202005,골프용품,평일,화,A.02-06시,M,C.4O대,25
16627,201905,스포츠의류용품,평일,화,E.18-22시,F,D.5O대,138
16628,201905,취미용품,평일,화,B.06-10시,F,C.4O대,193
16629,201905,패션,휴일,토,B.06-10시,F,D.5O대,883
16630,201905,애완용품,휴일,토,C.10-14시,M,A.2O대,35
16631,202105,가전,평일,수,E.18-22시,M,E.60대이상,151
16632,202005,인테리어,평일,목,A.02-06시,F,B.3O대,420
16633,201905,애완용품,평일,수,D.14-18시,F,D.5O대,179
16634,201905,홈쇼핑,휴일,일,D.14-18시,F,E.60대이상,2968
16635,202105,차량정비_부품,평일,화,F.22-02시,M,B.3O대,591
16636,202005,유아용품,평일,목,C.10-14시,M,C.4O대,607
16637,201905,유아용품,평일,목,A.02-06시,F,E.60대이상,12
16638,202005,식료품,평일,금,A.02-06시,F,C.4O대,818
16639,202005,인테리어,휴일,토,B.06-10시,F,E.60대이상,93
16640,202105,서적,휴일,일,B.06-10시,F,C.4O대,895
16641,202005,취미용품,평일,금,A.02-06시,F,A.2O대,30
16642,202105,패션,평일,월,F.22-02시,F,A.2O대,10361
16643,202005,애완용품,평일,금,F.22-02시,M,E.60대이상,21
16644,202105,홈쇼핑,평일,금,E.18-22시,F,A.2O대,519
16645,201905,인테리어,평일,화,B.06-10시,M,A.2O대,156
16646,202005,스포츠의류용품,평일,수,C.10-14시,F,A.2O대,569
16647,202105,스포츠의류용품,휴일,수,F.22-02시,F,E.60대이상,24
16648,202005,홈쇼핑,평일,목,E.18-22시,M,D.5O대,2398
16649,202105,홈쇼핑,평일,목,D.14-18시,M,C.4O대,2247
16650,202105,유아용품,평일,수,E.18-22시,F,E.60대이상,32
16651,201905,애완용품,휴일,토,F.22-02시,F,B.3O대,266
16652,202005,스포츠의류용품,휴일,일,A.02-06시,F,E.60대이상,4
16653,202105,가전,휴일,토,F.22-02시,F,E.60대이상,132
16654,202105,골프용품,평일,금,F.22-02시,M,C.4O대,168
16655,201905,인테리어,평일,목,E.18-22시,F,A.2O대,697
16656,202105,가전,평일,금,B.06-10시,M,E.60대이상,193
16657,202005,서적,휴일,일,F.22-02시,M,B.3O대,694
16658,202105,애완용품,휴일,수,F.22-02시,M,A.2O대,56
16659,201905,차량정비_부품,평일,목,F.22-02시,F,A.2O대,67
16660,202005,홈쇼핑,평일,목,B.06-10시,F,C.4O대,6437
16661,202005,식료품,평일,수,F.22-02시,M,C.4O대,3851
16662,201905,차량정비_부품,평일,목,C.10-14시,M,A.2O대,243
16663,202105,가전,평일,화,B.06-10시,F,E.60대이상,409
16664,202005,패션,평일,월,E.18-22시,M,D.5O대,1973
16665,202105,골프용품,휴일,일,B.06-10시,M,C.4O대,137
16666,202105,취미용품,휴일,수,A.02-06시,F,A.2O대,19
16667,202105,차량정비_부품,평일,목,C.10-14시,F,D.5O대,131
16668,202105,취미용품,평일,목,B.06-10시,F,E.60대이상,43
16669,201905,차량정비_부품,휴일,일,C.10-14시,M,E.60대이상,18
16670,202005,유아용품,평일,월,A.02-06시,M,B.3O대,129
16671,202105,스포츠의류용품,휴일,일,D.14-18시,F,D.5O대,412
16672,202105,스포츠의류용품,휴일,토,D.14-18시,F,D.5O대,305
16673,201905,가전,평일,화,E.18-22시,F,C.4O대,803
16674,202105,화장품,평일,월,F.22-02시,F,C.4O대,3855
16675,202005,차량정비_부품,평일,금,C.10-14시,M,C.4O대,798
16676,201905,차량정비_부품,휴일,토,D.14-18시,F,E.60대이상,7
16677,201905,화장품,평일,금,B.06-10시,M,E.60대이상,71
16678,201905,취미용품,평일,수,F.22-02시,M,A.2O대,109
16679,202105,가전,휴일,일,D.14-18시,F,E.60대이상,272
16680,201905,취미용품,평일,화,A.02-06시,M,A.2O대,28
16681,201905,스포츠의류용품,휴일,월,D.14-18시,M,C.4O대,103
16682,202005,애완용품,휴일,토,D.14-18시,F,C.4O대,498
16683,201905,스포츠의류용품,휴일,월,F.22-02시,M,C.4O대,123
16684,202005,서적,휴일,화,B.06-10시,M,C.4O대,117
16685,202105,취미용품,평일,금,B.06-10시,F,B.3O대,308
16686,202105,가전,평일,월,D.14-18시,F,E.60대이상,417
16687,201905,가전,평일,화,C.10-14시,M,B.3O대,2212
16688,202105,서적,휴일,수,B.06-10시,F,D.5O대,163
16689,202005,골프용품,평일,목,B.06-10시,F,C.4O대,65
16690,202105,인테리어,평일,화,E.18-22시,M,D.5O대,956
16691,202005,생활/사무용품,평일,목,D.14-18시,F,C.4O대,8512
16692,202005,식료품,평일,금,E.18-22시,F,B.3O대,6057
16693,201905,차량정비_부품,휴일,월,E.18-22시,M,E.60대이상,9
16694,202005,서적,평일,목,B.06-10시,F,E.60대이상,51
16695,202005,생활/사무용품,평일,수,E.18-22시,F,C.4O대,7047
16696,202105,인테리어,평일,월,C.10-14시,F,C.4O대,3659
