CRI_YM,TAG,평일휴일,요일,시간대,성별,연령대, 건수합계 ,,,
202105,1,평일,금,B.06-10시,F,B.3O대, 42 ,,,
202105,1,휴일,일,A.02-06시,M,A.2O대, 170 ,,,
201905,1,휴일,월,E.18-22시,M,A.2O대, 102 ,,,
202005,1,평일,목,A.02-06시,F,E.60대이상, 29 ,,,
202105,2,평일,월,F.22-02시,M,E.60대이상, 144 ,,,
202005,1,휴일,금,B.06-10시,M,E.60대이상, 4 ,,,
202105,2,평일,금,A.02-06시,F,C.4O대," 1,423 ",,,
201905,1,휴일,수,C.10-14시,M,A.2O대, 212 ,,,
202005,1,휴일,금,E.18-22시,F,B.3O대, 454 ,,,
202105,1,평일,금,A.02-06시,F,D.5O대, 79 ,,,
202105,1,평일,월,C.10-14시,F,B.3O대," 4,931 ",,,
201905,1,휴일,일,D.14-18시,F,A.2O대, 58 ,,,
201905,1,평일,금,B.06-10시,M,D.5O대, 57 ,,,
202005,1,휴일,금,B.06-10시,F,E.60대이상, 4 ,,,
202005,4,휴일,일,F.22-02시,M,B.3O대," 3,758 ",,,
201905,2,평일,수,C.10-14시,F,A.2O대, 380 ,,,
202005,2,평일,금,E.18-22시,F,A.2O대, 331 ,,,
201905,2,평일,금,C.10-14시,M,D.5O대, 453 ,,,
201905,2,휴일,토,F.22-02시,M,D.5O대, 82 ,,,
201905,1,휴일,수,F.22-02시,M,E.60대이상, 3 ,,,
201905,1,평일,월,B.06-10시,M,B.3O대, 27 ,,,
202105,1,휴일,수,D.14-18시,F,B.3O대, 678 ,,,
201905,1,평일,월,A.02-06시,F,D.5O대, 42 ,,,
202005,1,평일,금,F.22-02시,M,A.2O대, 129 ,,,
201905,1,평일,화,B.06-10시,M,E.60대이상, 79 ,,,
202105,1,평일,월,A.02-06시,F,C.4O대, 272 ,,,
202105,1,평일,월,F.22-02시,F,B.3O대, 79 ,,,
202105,1,평일,목,A.02-06시,F,C.4O대," 1,038 ",,,
201905,4,휴일,일,D.14-18시,F,C.4O대," 2,765 ",,,
202005,2,휴일,토,B.06-10시,F,A.2O대," 1,651 ",,,
201905,1,평일,목,B.06-10시,M,A.2O대, 78 ,,,
202005,2,휴일,화,F.22-02시,F,C.4O대, 707 ,,,
202005,1,평일,월,B.06-10시,M,A.2O대, 105 ,,,
202105,1,평일,금,B.06-10시,F,A.2O대, 541 ,,,
201905,2,평일,화,F.22-02시,M,E.60대이상, 50 ,,,
201905,1,휴일,토,B.06-10시,F,E.60대이상, 14 ,,,
202005,2,평일,수,E.18-22시,M,D.5O대, 232 ,,,
201905,1,평일,목,B.06-10시,F,C.4O대, 58 ,,,
202005,4,휴일,일,C.10-14시,F,A.2O대," 1,799 ",,,
202005,1,휴일,토,F.22-02시,M,C.4O대, 615 ,,,
202005,3,휴일,일,F.22-02시,M,E.60대이상, 36 ,,,
202005,1,평일,월,D.14-18시,M,D.5O대, 598 ,,,
201905,1,휴일,일,A.02-06시,F,B.3O대, 17 ,,,
202105,1,평일,금,B.06-10시,M,A.2O대, 74 ,,,
201905,1,휴일,월,F.22-02시,M,C.4O대, 183 ,,,
202005,1,휴일,화,B.06-10시,F,A.2O대, 8 ,,,
201905,1,평일,월,F.22-02시,M,A.2O대, 88 ,,,
202005,1,휴일,토,E.18-22시,F,A.2O대, 237 ,,,
202105,2,평일,목,B.06-10시,F,E.60대이상, 275 ,,,
201905,1,휴일,일,E.18-22시,M,E.60대이상, 9 ,,,
202005,4,평일,월,F.22-02시,M,E.60대이상, 377 ,,,
202005,1,평일,월,F.22-02시,F,D.5O대," 2,174 ",,,
202005,1,평일,화,E.18-22시,F,D.5O대, 86 ,,,
202105,4,평일,수,A.02-06시,M,D.5O대, 149 ,,,
202005,1,평일,목,D.14-18시,M,E.60대이상, 321 ,,,
201905,2,휴일,일,F.22-02시,M,E.60대이상, 17 ,,,
202105,2,평일,화,E.18-22시,M,B.3O대," 5,142 ",,,
202105,2,휴일,토,E.18-22시,M,E.60대이상, 78 ,,,
202105,1,평일,목,B.06-10시,M,E.60대이상," 1,058 ",,,
201905,4,평일,수,F.22-02시,F,E.60대이상, 271 ,,,
202105,1,평일,월,B.06-10시,M,B.3O대," 3,889 ",,,
201905,2,평일,수,D.14-18시,F,E.60대이상, 328 ,,,
202005,4,평일,목,E.18-22시,F,B.3O대," 7,270 ",,,
202005,1,휴일,일,E.18-22시,F,E.60대이상, 174 ,,,
201905,1,평일,수,A.02-06시,F,C.4O대, 128 ,,,
202005,1,휴일,화,C.10-14시,M,E.60대이상, 73 ,,,
202105,2,휴일,토,B.06-10시,F,E.60대이상, 339 ,,,
202005,2,휴일,토,C.10-14시,F,E.60대이상, 43 ,,,
201905,3,휴일,일,A.02-06시,F,B.3O대, 63 ,,,
202105,2,평일,화,C.10-14시,F,B.3O대," 4,946 ",,,
202005,1,휴일,토,B.06-10시,M,E.60대이상, 16 ,,,
202005,2,평일,금,D.14-18시,F,B.3O대, 802 ,,,
202005,4,평일,월,D.14-18시,F,C.4O대," 8,085 ",,,
202005,1,평일,목,A.02-06시,M,B.3O대, 285 ,,,
201905,2,휴일,토,D.14-18시,F,D.5O대, 101 ,,,
202005,1,평일,목,F.22-02시,M,B.3O대, 805 ,,,
202005,3,휴일,토,E.18-22시,F,C.4O대, 544 ,,,
202005,1,휴일,일,D.14-18시,M,D.5O대, 268 ,,,
202005,4,평일,수,B.06-10시,F,C.4O대," 4,259 ",,,
201905,1,평일,목,F.22-02시,F,D.5O대, 464 ,,,
201905,2,휴일,일,D.14-18시,F,A.2O대," 4,069 ",,,
202005,1,평일,목,F.22-02시,M,C.4O대, 498 ,,,
202105,1,평일,목,B.06-10시,F,A.2O대, 16 ,,,
202005,1,평일,금,A.02-06시,M,C.4O대, 81 ,,,
201905,2,휴일,월,F.22-02시,M,D.5O대, 77 ,,,
201905,2,평일,수,A.02-06시,F,C.4O대, 888 ,,,
201905,1,휴일,수,D.14-18시,F,A.2O대, 52 ,,,
201905,1,휴일,토,F.22-02시,F,B.3O대, 619 ,,,
202005,1,휴일,일,A.02-06시,F,C.4O대, 57 ,,,
202005,1,휴일,토,C.10-14시,M,C.4O대, 251 ,,,
201905,2,휴일,수,A.02-06시,F,D.5O대, 3 ,,,
202105,1,평일,월,F.22-02시,F,E.60대이상," 1,009 ",,,
201905,1,평일,수,E.18-22시,F,B.3O대," 1,740 ",,,
202005,2,휴일,일,C.10-14시,M,C.4O대, 611 ,,,
202105,1,휴일,수,F.22-02시,M,E.60대이상, 10 ,,,
202005,1,평일,월,F.22-02시,F,D.5O대, 105 ,,,
201905,1,휴일,일,A.02-06시,F,A.2O대, 213 ,,,
202105,1,평일,월,B.06-10시,F,B.3O대, 930 ,,,
202105,2,평일,수,C.10-14시,M,A.2O대," 1,423 ",,,
201905,2,평일,월,A.02-06시,M,A.2O대, 334 ,,,
202005,3,휴일,화,E.18-22시,M,B.3O대, 96 ,,,
202005,1,휴일,금,D.14-18시,M,D.5O대, 55 ,,,
201905,1,평일,목,B.06-10시,M,D.5O대, 71 ,,,
202005,4,평일,수,B.06-10시,M,D.5O대," 1,137 ",,,
202105,1,휴일,토,C.10-14시,F,D.5O대, 219 ,,,
202105,1,평일,수,F.22-02시,M,D.5O대, 349 ,,,
202005,2,평일,목,C.10-14시,F,A.2O대," 2,747 ",,,
202005,1,휴일,토,C.10-14시,F,D.5O대, 849 ,,,
202105,1,평일,금,E.18-22시,F,A.2O대, 53 ,,,
202105,2,휴일,일,C.10-14시,F,A.2O대," 5,673 ",,,
202005,2,평일,수,F.22-02시,F,C.4O대, 866 ,,,
202005,1,평일,수,B.06-10시,M,C.4O대, 969 ,,,
202105,1,휴일,일,D.14-18시,M,B.3O대, 658 ,,,
202005,1,평일,목,C.10-14시,M,B.3O대," 1,063 ",,,
202105,4,휴일,토,D.14-18시,M,D.5O대," 2,274 ",,,
202105,1,휴일,일,B.06-10시,F,B.3O대," 3,485 ",,,
202005,1,평일,목,F.22-02시,M,E.60대이상, 126 ,,,
202005,2,평일,화,F.22-02시,F,B.3O대," 3,350 ",,,
201905,2,휴일,수,F.22-02시,F,C.4O대, 102 ,,,
201905,1,휴일,월,B.06-10시,M,C.4O대, 51 ,,,
201905,1,평일,월,A.02-06시,F,C.4O대, 128 ,,,
201905,4,평일,월,D.14-18시,M,C.4O대," 2,067 ",,,
202005,2,평일,월,D.14-18시,M,B.3O대, 838 ,,,
202105,1,휴일,일,F.22-02시,F,D.5O대, 94 ,,,
202105,1,휴일,일,E.18-22시,M,C.4O대," 1,740 ",,,
201905,2,평일,월,A.02-06시,M,B.3O대, 563 ,,,
202105,1,평일,월,B.06-10시,F,A.2O대, 259 ,,,
202005,2,휴일,화,D.14-18시,M,E.60대이상, 31 ,,,
201905,3,휴일,일,A.02-06시,M,C.4O대, 18 ,,,
201905,1,평일,수,D.14-18시,F,E.60대이상, 40 ,,,
202005,4,휴일,금,A.02-06시,F,D.5O대, 98 ,,,
202105,1,평일,월,C.10-14시,M,A.2O대, 366 ,,,
202005,4,휴일,화,E.18-22시,M,D.5O대, 515 ,,,
201905,1,휴일,일,D.14-18시,M,E.60대이상, 100 ,,,
201905,1,휴일,일,E.18-22시,F,B.3O대," 1,648 ",,,
202005,1,평일,수,C.10-14시,M,E.60대이상, 90 ,,,
202105,4,휴일,일,A.02-06시,M,A.2O대, 241 ,,,
202005,1,휴일,토,A.02-06시,M,B.3O대, 121 ,,,
201905,1,휴일,수,A.02-06시,F,D.5O대, 13 ,,,
202105,1,휴일,토,C.10-14시,M,E.60대이상, 28 ,,,
201905,1,휴일,수,B.06-10시,F,A.2O대, 59 ,,,
202005,1,휴일,화,E.18-22시,M,B.3O대," 1,186 ",,,
201905,2,평일,금,E.18-22시,M,E.60대이상, 392 ,,,
202005,1,휴일,일,F.22-02시,M,B.3O대, 105 ,,,
202005,2,평일,금,A.02-06시,M,A.2O대, 443 ,,,
202005,3,평일,월,C.10-14시,M,A.2O대, 161 ,,,
202105,1,평일,화,B.06-10시,M,C.4O대, 153 ,,,
201905,4,평일,월,B.06-10시,M,A.2O대, 348 ,,,
202105,1,평일,수,F.22-02시,F,A.2O대, 58 ,,,
202105,1,휴일,수,C.10-14시,F,C.4O대, 482 ,,,
201905,1,평일,목,B.06-10시,F,A.2O대, 5 ,,,
202105,3,평일,수,F.22-02시,F,D.5O대, 168 ,,,
202005,1,휴일,일,C.10-14시,M,C.4O대," 1,679 ",,,
201905,1,휴일,수,C.10-14시,M,E.60대이상, 32 ,,,
202005,1,평일,목,E.18-22시,F,D.5O대, 132 ,,,
201905,1,평일,수,D.14-18시,F,C.4O대, 197 ,,,
202005,1,평일,화,B.06-10시,M,E.60대이상, 73 ,,,
202005,2,평일,월,B.06-10시,M,B.3O대, 729 ,,,
202005,1,평일,목,B.06-10시,M,D.5O대," 1,444 ",,,
202105,2,휴일,수,D.14-18시,M,E.60대이상, 124 ,,,
202005,3,평일,목,A.02-06시,M,E.60대이상, 6 ,,,
202005,1,평일,금,F.22-02시,F,D.5O대, 44 ,,,
202105,4,평일,금,D.14-18시,F,A.2O대," 2,073 ",,,
202005,2,휴일,화,D.14-18시,M,D.5O대, 92 ,,,
202005,1,평일,화,A.02-06시,M,A.2O대, 33 ,,,
202005,1,평일,화,C.10-14시,F,E.60대이상, 249 ,,,
202105,1,휴일,수,E.18-22시,F,D.5O대, 652 ,,,
202005,2,휴일,일,A.02-06시,M,D.5O대, 33 ,,,
202105,1,평일,금,B.06-10시,F,C.4O대, 605 ,,,
202005,2,평일,월,F.22-02시,F,B.3O대," 4,033 ",,,
202005,2,휴일,화,B.06-10시,M,E.60대이상, 18 ,,,
202105,1,평일,화,B.06-10시,F,B.3O대, 29 ,,,
202105,2,평일,월,A.02-06시,M,C.4O대, 175 ,,,
201905,1,휴일,일,D.14-18시,F,E.60대이상, 152 ,,,
201905,2,평일,금,D.14-18시,M,B.3O대," 1,124 ",,,
201905,4,평일,금,C.10-14시,M,C.4O대," 2,875 ",,,
201905,1,평일,수,A.02-06시,M,B.3O대, 110 ,,,
202005,1,휴일,금,F.22-02시,M,E.60대이상, 31 ,,,
202105,2,휴일,토,D.14-18시,F,C.4O대, 981 ,,,
202105,1,평일,금,F.22-02시,F,A.2O대," 1,628 ",,,
202005,2,평일,수,D.14-18시,M,A.2O대," 2,289 ",,,
201905,2,휴일,월,E.18-22시,M,D.5O대, 57 ,,,
202105,3,평일,화,F.22-02시,M,A.2O대, 134 ,,,
202105,3,휴일,토,A.02-06시,F,C.4O대, 98 ,,,
201905,1,휴일,수,D.14-18시,M,C.4O대, 158 ,,,
202105,1,평일,수,A.02-06시,F,A.2O대, 22 ,,,
202005,1,휴일,화,F.22-02시,F,C.4O대, 587 ,,,
201905,2,휴일,일,F.22-02시,M,B.3O대, 414 ,,,
202005,2,평일,목,D.14-18시,F,B.3O대," 3,642 ",,,
202005,2,휴일,금,F.22-02시,F,D.5O대, 48 ,,,
202105,1,평일,월,C.10-14시,M,D.5O대," 1,627 ",,,
202005,2,평일,금,B.06-10시,F,E.60대이상, 22 ,,,
202105,1,평일,금,E.18-22시,M,D.5O대," 2,060 ",,,
202105,2,휴일,수,A.02-06시,M,A.2O대, 32 ,,,
202005,2,평일,금,D.14-18시,F,D.5O대," 3,428 ",,,
201905,3,평일,목,D.14-18시,M,A.2O대, 82 ,,,
201905,1,평일,월,B.06-10시,F,E.60대이상, 7 ,,,
201905,2,평일,수,B.06-10시,F,C.4O대," 4,439 ",,,
202105,4,휴일,수,F.22-02시,M,D.5O대, 946 ,,,
202105,1,휴일,수,F.22-02시,M,B.3O대, 620 ,,,
201905,1,평일,목,F.22-02시,F,A.2O대, 127 ,,,
201905,1,평일,월,F.22-02시,M,D.5O대, 110 ,,,
202105,2,평일,수,D.14-18시,M,E.60대이상, 481 ,,,
201905,3,평일,화,F.22-02시,F,E.60대이상, 23 ,,,
201905,1,평일,화,B.06-10시,M,C.4O대, 938 ,,,
202105,4,휴일,토,B.06-10시,M,A.2O대, 411 ,,,
201905,1,휴일,토,D.14-18시,F,C.4O대," 1,349 ",,,
202005,1,평일,수,F.22-02시,M,B.3O대," 4,181 ",,,
202005,2,휴일,화,D.14-18시,M,B.3O대, 181 ,,,
202005,1,평일,화,F.22-02시,M,E.60대이상, 105 ,,,
202005,1,휴일,화,F.22-02시,M,B.3O대, 183 ,,,
202005,1,평일,목,F.22-02시,F,C.4O대," 5,932 ",,,
202005,1,휴일,화,B.06-10시,F,B.3O대, 4 ,,,
201905,1,평일,금,A.02-06시,M,A.2O대, 23 ,,,
201905,3,휴일,일,B.06-10시,M,C.4O대, 52 ,,,
202005,1,평일,금,D.14-18시,M,D.5O대, 201 ,,,
202105,2,평일,월,D.14-18시,M,E.60대이상," 1,275 ",,,
201905,1,휴일,수,B.06-10시,F,D.5O대, 7 ,,,
201905,2,휴일,일,B.06-10시,F,A.2O대, 928 ,,,
201905,1,휴일,수,C.10-14시,F,D.5O대, 10 ,,,
202105,1,평일,월,C.10-14시,F,E.60대이상, 244 ,,,
202005,1,휴일,금,D.14-18시,F,C.4O대," 1,557 ",,,
202005,4,평일,수,B.06-10시,F,D.5O대," 1,980 ",,,
201905,3,평일,월,B.06-10시,F,A.2O대, 144 ,,,
201905,4,휴일,토,C.10-14시,F,A.2O대, 890 ,,,
201905,4,휴일,수,E.18-22시,M,A.2O대, 184 ,,,
201905,2,휴일,토,E.18-22시,F,B.3O대," 6,108 ",,,
201905,3,휴일,일,F.22-02시,F,D.5O대, 128 ,,,
202105,2,휴일,토,E.18-22시,M,B.3O대, 626 ,,,
201905,1,휴일,토,E.18-22시,F,A.2O대, 39 ,,,
202105,2,평일,수,C.10-14시,M,D.5O대," 1,389 ",,,
201905,1,휴일,수,F.22-02시,F,D.5O대, 80 ,,,
201905,2,평일,목,A.02-06시,F,D.5O대, 80 ,,,
202105,2,평일,화,F.22-02시,F,E.60대이상, 36 ,,,
202105,1,평일,수,F.22-02시,M,E.60대이상, 20 ,,,
202005,1,평일,금,C.10-14시,M,B.3O대," 4,879 ",,,
202005,1,평일,화,E.18-22시,F,E.60대이상, 138 ,,,
201905,3,휴일,수,C.10-14시,F,E.60대이상, 9 ,,,
202005,4,휴일,일,C.10-14시,F,E.60대이상, 989 ,,,
201905,2,평일,화,D.14-18시,F,C.4O대," 7,864 ",,,
202005,2,평일,월,E.18-22시,F,C.4O대, 708 ,,,
202105,1,평일,월,E.18-22시,F,E.60대이상, 69 ,,,
202105,1,평일,월,F.22-02시,F,C.4O대," 2,790 ",,,
201905,3,평일,수,D.14-18시,F,E.60대이상, 38 ,,,
202005,1,평일,금,A.02-06시,M,D.5O대, 75 ,,,
201905,2,평일,수,D.14-18시,F,E.60대이상, 34 ,,,
202005,1,평일,금,C.10-14시,F,A.2O대, 91 ,,,
202005,1,평일,수,C.10-14시,M,E.60대이상," 1,279 ",,,
201905,1,평일,수,C.10-14시,F,C.4O대," 5,256 ",,,
202105,1,평일,금,A.02-06시,F,D.5O대, 20 ,,,
201905,2,평일,수,C.10-14시,F,A.2O대," 5,933 ",,,
202005,1,휴일,금,C.10-14시,F,B.3O대, 151 ,,,
202005,3,휴일,일,F.22-02시,F,A.2O대, 547 ,,,
202105,1,휴일,일,A.02-06시,F,D.5O대, 15 ,,,
201905,1,휴일,토,B.06-10시,M,A.2O대, 174 ,,,
202005,2,휴일,토,F.22-02시,M,A.2O대," 1,676 ",,,
201905,1,평일,금,A.02-06시,F,E.60대이상, 12 ,,,
202005,3,평일,목,E.18-22시,M,C.4O대, 258 ,,,
202005,1,평일,수,F.22-02시,M,A.2O대, 219 ,,,
202005,1,평일,수,A.02-06시,M,B.3O대, 771 ,,,
201905,1,평일,금,E.18-22시,F,B.3O대, 231 ,,,
202005,2,평일,목,A.02-06시,M,B.3O대, 879 ,,,
202105,4,휴일,토,D.14-18시,F,A.2O대," 1,808 ",,,
202105,1,평일,금,B.06-10시,M,A.2O대, 77 ,,,
202005,2,휴일,금,A.02-06시,F,D.5O대, 31 ,,,
202105,1,휴일,토,E.18-22시,M,C.4O대, 242 ,,,
202105,1,평일,목,D.14-18시,F,B.3O대," 9,224 ",,,
202105,1,평일,월,E.18-22시,F,B.3O대," 10,089 ",,,
201905,1,평일,금,F.22-02시,F,E.60대이상, 15 ,,,
202005,1,평일,화,E.18-22시,M,D.5O대, 57 ,,,
201905,2,평일,목,F.22-02시,M,B.3O대," 1,093 ",,,
202005,4,평일,금,B.06-10시,M,D.5O대, 969 ,,,
202005,1,평일,월,D.14-18시,F,D.5O대," 1,101 ",,,
202105,2,평일,목,E.18-22시,M,A.2O대, 501 ,,,
202005,3,휴일,화,A.02-06시,M,A.2O대, 4 ,,,
201905,1,휴일,일,A.02-06시,M,E.60대이상, 13 ,,,
202105,1,휴일,토,A.02-06시,F,B.3O대," 1,106 ",,,
201905,1,휴일,수,D.14-18시,F,B.3O대, 353 ,,,
202005,2,휴일,일,A.02-06시,F,A.2O대, 119 ,,,
201905,1,평일,금,D.14-18시,M,E.60대이상, 219 ,,,
201905,1,휴일,토,A.02-06시,F,A.2O대, 182 ,,,
202005,1,평일,목,F.22-02시,F,E.60대이상, 129 ,,,
202005,1,휴일,일,B.06-10시,M,B.3O대, 39 ,,,
201905,2,휴일,월,C.10-14시,F,B.3O대, 492 ,,,
201905,1,휴일,일,B.06-10시,F,B.3O대, 327 ,,,
201905,1,평일,월,B.06-10시,F,A.2O대, 739 ,,,
202105,2,휴일,일,C.10-14시,F,C.4O대," 12,141 ",,,
201905,1,휴일,수,D.14-18시,F,C.4O대, 149 ,,,
202105,3,평일,목,A.02-06시,M,D.5O대, 21 ,,,
201905,1,휴일,월,C.10-14시,M,B.3O대, 16 ,,,
202005,1,휴일,화,D.14-18시,M,D.5O대, 62 ,,,
202005,2,평일,화,B.06-10시,M,A.2O대, 111 ,,,
201905,3,평일,수,B.06-10시,F,E.60대이상, 13 ,,,
201905,1,평일,금,D.14-18시,F,D.5O대, 51 ,,,
201905,1,평일,월,B.06-10시,M,D.5O대, 564 ,,,
201905,4,평일,금,C.10-14시,M,B.3O대," 3,198 ",,,
202005,1,휴일,화,C.10-14시,F,C.4O대, 112 ,,,
201905,1,휴일,수,B.06-10시,F,A.2O대, 50 ,,,
202105,1,평일,월,B.06-10시,M,E.60대이상, 543 ,,,
202005,1,휴일,토,E.18-22시,M,E.60대이상, 100 ,,,
201905,2,평일,수,C.10-14시,M,D.5O대, 554 ,,,
201905,1,평일,수,D.14-18시,F,C.4O대, 69 ,,,
201905,1,평일,화,C.10-14시,F,E.60대이상," 1,746 ",,,
202105,4,휴일,토,A.02-06시,M,A.2O대, 210 ,,,
202105,1,휴일,토,C.10-14시,M,C.4O대," 1,469 ",,,
202005,2,평일,수,F.22-02시,F,E.60대이상, 201 ,,,
201905,2,평일,금,A.02-06시,F,E.60대이상, 70 ,,,
202105,2,휴일,수,C.10-14시,F,E.60대이상, 204 ,,,
201905,1,휴일,토,F.22-02시,F,D.5O대, 225 ,,,
201905,2,평일,금,E.18-22시,F,E.60대이상, 509 ,,,
201905,1,휴일,수,E.18-22시,F,E.60대이상, 22 ,,,
202005,1,휴일,일,D.14-18시,F,B.3O대, 58 ,,,
202005,1,휴일,일,D.14-18시,F,D.5O대," 3,522 ",,,
202105,1,평일,목,F.22-02시,F,D.5O대, 132 ,,,
201905,4,평일,월,D.14-18시,M,A.2O대, 714 ,,,
201905,1,평일,수,F.22-02시,M,A.2O대, 711 ,,,
202005,4,평일,금,E.18-22시,M,C.4O대," 3,129 ",,,
202105,2,평일,월,B.06-10시,F,D.5O대," 1,078 ",,,
202105,2,평일,금,D.14-18시,M,C.4O대, 649 ,,,
202105,2,휴일,토,A.02-06시,M,E.60대이상, 10 ,,,
201905,1,평일,금,B.06-10시,F,D.5O대, 30 ,,,
201905,2,휴일,토,D.14-18시,F,D.5O대," 2,569 ",,,
202105,2,휴일,일,F.22-02시,F,D.5O대, 342 ,,,
202005,1,휴일,금,D.14-18시,F,E.60대이상, 372 ,,,
202005,1,평일,수,B.06-10시,F,B.3O대, 27 ,,,
201905,1,평일,수,B.06-10시,M,D.5O대, 569 ,,,
202105,2,평일,월,F.22-02시,M,B.3O대," 1,849 ",,,
201905,1,평일,수,E.18-22시,F,A.2O대," 1,219 ",,,
201905,2,평일,화,F.22-02시,F,E.60대이상, 111 ,,,
201905,1,평일,화,D.14-18시,F,D.5O대, 438 ,,,
202105,1,평일,금,E.18-22시,M,C.4O대, 154 ,,,
202005,2,휴일,일,E.18-22시,F,B.3O대," 4,521 ",,,
202005,1,평일,화,C.10-14시,M,D.5O대, 752 ,,,
201905,1,평일,월,F.22-02시,F,D.5O대, 22 ,,,
202005,4,평일,금,B.06-10시,M,C.4O대," 1,941 ",,,
202105,1,평일,금,B.06-10시,M,A.2O대, 8 ,,,
201905,1,평일,월,B.06-10시,F,E.60대이상, 24 ,,,
201905,1,휴일,수,B.06-10시,F,B.3O대, 42 ,,,
201905,3,평일,금,F.22-02시,F,D.5O대, 111 ,,,
202105,1,평일,화,B.06-10시,F,D.5O대, 64 ,,,
201905,1,평일,월,A.02-06시,F,C.4O대, 57 ,,,
202005,1,평일,금,E.18-22시,M,E.60대이상, 96 ,,,
202105,2,휴일,토,D.14-18시,F,B.3O대," 11,032 ",,,
201905,3,평일,수,C.10-14시,F,A.2O대, 340 ,,,
201905,1,휴일,수,C.10-14시,F,A.2O대, 215 ,,,
202105,1,평일,월,F.22-02시,F,C.4O대, 715 ,,,
202105,1,휴일,토,B.06-10시,M,D.5O대, 88 ,,,
201905,1,휴일,일,F.22-02시,M,A.2O대, 450 ,,,
202005,1,평일,화,C.10-14시,M,D.5O대, 499 ,,,
202105,1,평일,금,A.02-06시,F,A.2O대, 61 ,,,
202005,1,평일,금,D.14-18시,F,E.60대이상," 1,694 ",,,
202105,1,평일,월,C.10-14시,F,D.5O대," 1,809 ",,,
202105,1,평일,월,E.18-22시,F,E.60대이상," 1,892 ",,,
202105,3,휴일,일,C.10-14시,F,C.4O대, 777 ,,,
202105,2,휴일,토,D.14-18시,M,C.4O대, 803 ,,,
202105,1,평일,화,F.22-02시,F,A.2O대, 414 ,,,
202005,1,휴일,일,E.18-22시,F,E.60대이상, 258 ,,,
202105,1,휴일,일,B.06-10시,F,C.4O대, 217 ,,,
201905,1,평일,수,B.06-10시,M,A.2O대, 343 ,,,
201905,1,평일,수,C.10-14시,M,A.2O대, 314 ,,,
202005,1,평일,월,B.06-10시,M,E.60대이상, 20 ,,,
202005,1,평일,금,C.10-14시,M,E.60대이상, 329 ,,,
202005,2,평일,금,E.18-22시,F,B.3O대, 566 ,,,
202005,1,평일,금,E.18-22시,M,A.2O대, 725 ,,,
202105,4,휴일,수,C.10-14시,M,C.4O대," 2,015 ",,,
202105,1,평일,목,C.10-14시,M,B.3O대, 150 ,,,
202105,1,휴일,수,C.10-14시,F,B.3O대," 3,131 ",,,
202105,2,휴일,일,B.06-10시,F,B.3O대, 370 ,,,
201905,2,휴일,수,C.10-14시,M,A.2O대, 96 ,,,
202105,2,평일,수,D.14-18시,F,E.60대이상, 29 ,,,
201905,2,평일,수,A.02-06시,M,D.5O대, 29 ,,,
202105,1,평일,목,D.14-18시,M,E.60대이상, 36 ,,,
202105,2,평일,화,D.14-18시,M,E.60대이상, 964 ,,,
201905,2,평일,화,A.02-06시,F,E.60대이상, 19 ,,,
202105,1,평일,금,B.06-10시,F,B.3O대," 1,255 ",,,
202005,2,평일,월,F.22-02시,F,C.4O대, 805 ,,,
202105,1,휴일,일,E.18-22시,F,A.2O대, 537 ,,,
202105,1,휴일,토,C.10-14시,M,E.60대이상, 122 ,,,
202105,1,휴일,일,C.10-14시,F,B.3O대, 673 ,,,
201905,1,휴일,일,A.02-06시,F,A.2O대, 111 ,,,
201905,1,휴일,수,F.22-02시,M,C.4O대, 232 ,,,
202005,1,평일,월,E.18-22시,M,D.5O대, 859 ,,,
201905,1,평일,화,C.10-14시,M,D.5O대, 467 ,,,
202105,1,평일,금,A.02-06시,F,C.4O대, 929 ,,,
201905,1,평일,월,C.10-14시,M,A.2O대, 125 ,,,
201905,2,평일,금,D.14-18시,F,B.3O대," 3,131 ",,,
201905,2,휴일,토,A.02-06시,F,C.4O대, 675 ,,,
201905,2,평일,수,F.22-02시,M,D.5O대," 1,067 ",,,
202105,2,평일,화,E.18-22시,F,D.5O대," 4,320 ",,,
201905,1,평일,수,B.06-10시,F,C.4O대, 96 ,,,
202005,1,평일,월,A.02-06시,F,B.3O대, 508 ,,,
202105,2,평일,목,F.22-02시,F,C.4O대," 11,021 ",,,
202105,1,휴일,일,D.14-18시,M,B.3O대, 908 ,,,
202005,1,평일,수,C.10-14시,F,D.5O대, 65 ,,,
202005,3,평일,금,A.02-06시,F,C.4O대, 89 ,,,
201905,1,휴일,일,E.18-22시,F,E.60대이상, 8 ,,,
202105,1,평일,월,B.06-10시,M,B.3O대," 3,898 ",,,
202105,2,휴일,일,C.10-14시,M,B.3O대, 683 ,,,
201905,1,휴일,토,F.22-02시,F,C.4O대, 223 ,,,
201905,1,휴일,수,E.18-22시,F,C.4O대, 171 ,,,
201905,1,평일,목,B.06-10시,F,C.4O대," 3,407 ",,,
202005,1,휴일,일,D.14-18시,M,D.5O대, 401 ,,,
201905,1,휴일,일,E.18-22시,F,D.5O대," 1,504 ",,,
202005,1,휴일,토,A.02-06시,M,E.60대이상, 11 ,,,
201905,1,평일,화,E.18-22시,M,C.4O대," 2,980 ",,,
202105,1,평일,목,C.10-14시,F,D.5O대, 163 ,,,
201905,1,평일,수,D.14-18시,F,E.60대이상," 1,372 ",,,
202105,2,평일,월,B.06-10시,F,A.2O대," 1,209 ",,,
202005,2,휴일,일,E.18-22시,F,D.5O대, 303 ,,,
