,year,target_area,no_of_place,sleepnights,accommodation,number_of_ppl,number_of_children,cost_total_trip,cost_total_per_person,satisfied,sex,age,month,living_area,target_beforesplit,transportation,reason,relationship,target_1,target_2,target_3,target_4,target_5,target_6,target_7,target_8,target_9,target_10,target_11,target_12,target_14,target_15,target_16,target_17,target_area1,target_area2,target_area3,target_area4,target_area5,target_area6,target_area7,target_area8,target_area9,target_area10,target_area11,transportation1,transportation2,transportation3,reason1,reason2,reason3,accommodation_1,accommodation_2,accommodation_3,accommodation_4,accommodation_5,accommodation_6,accommodation_7,accommodation_8,accommodation_9,accommodation_10,accommodation_11,accommodation_12,accommodation_13,accommodation_14
8368,2020.0,33020,1,0,0,2.0,0.0,76000.0,38000.0,5.0,1.0,28.0,1.0,11.0,"1,2",1,"2,14",3,1.0,1.0,,,,,,,,,,,,,,,33020,,,,,,,,,,,1,,,2,14,,,,,,,,,,,,,,,
8369,2020.0,29010,1,0,0,3.0,0.0,64000.0,24000.0,4.0,1.0,53.0,1.0,11.0,"1,2",1,"8,2",1,1.0,1.0,,,,,,,,,,,,,,,29010,,,,,,,,,,,1,,,8,2,,,,,,,,,,,,,,,
8370,2020.0,32020,1,1,2,4.0,0.0,376000.0,97000.0,5.0,1.0,62.0,1.0,11.0,"1,2",1,"1,2",1,1.0,1.0,,,,,,,,,,,,,,,32020,,,,,,,,,,,1,,,1,2,,2.0,,,,,,,,,,,,,
8371,2020.0,21090,1,0,0,3.0,0.0,281002.0,96334.0,4.0,1.0,48.0,1.0,11.0,"1,2",1,"1,14",4,1.0,1.0,,,,,,,,,,,,,,,21090,,,,,,,,,,,1,,,1,14,,,,,,,,,,,,,,,
8372,2020.0,34030,1,0,0,3.0,1.0,70000.0,30000.0,4.0,2.0,37.0,7.0,11.0,"1,6",1,"4,12",1,1.0,,,,,1.0,,,,,,,,,,,34030,,,,,,,,,,,1,,,4,12,,,,,,,,,,,,,,,
8373,2020.0,"39010,39020,39020",3,2,"3,3",2.0,0.0,638000.0,319000.0,4.0,1.0,35.0,7.0,11.0,"2,8","1,3,8","1,14,2",3,,1.0,,,,,,1.0,,,,,,,,,39010,39020,39020,,,,,,,,,1,3,8,1,14,2,3.0,3.0,,,,,,,,,,,,
8374,2020.0,"25010,25010",2,1,14,3.0,0.0,100001.0,46667.0,4.0,2.0,25.0,7.0,11.0,8,1,"2,7",3,,,,,,,,1.0,,,,,,,,,25010,25010,,,,,,,,,,1,,,2,7,,14.0,,,,,,,,,,,,,
8375,2020.0,"29010,25050",2,"0,0",,2.0,0.0,27000.0,13500.0,4.0,1.0,44.0,7.0,11.0,1,1,"4,14",1,1.0,,,,,,,,,,,,,,,,29010,25050,,,,,,,,,,1,,,4,14,,0.0,0.0,,,,,,,,,,,,
8376,2020.0,25010,1,0,0,3.0,0.0,92001.0,30667.0,4.0,2.0,52.0,7.0,11.0,"2,6",1,"2,14",1,,1.0,,,,1.0,,,,,,,,,,,25010,,,,,,,,,,,1,,,2,14,,,,,,,,,,,,,,,
8377,2020.0,"34030,31010",2,"0,1",12,3.0,0.0,132000.0,44000.0,4.0,1.0,24.0,7.0,11.0,"1,6",1,"14,5",3,1.0,,,,,1.0,,,,,,,,,,,34030,31010,,,,,,,,,,1,,,14,5,,0.0,12.0,,,,,,,,,,,,
8378,2020.0,34030,1,0,0,2.0,0.0,73000.0,36500.0,4.0,2.0,26.0,8.0,11.0,"1,6,9",1,"8,14",3,1.0,,,,,1.0,,,1.0,,,,,,,,34030,,,,,,,,,,,1,,,8,14,,,,,,,,,,,,,,,
8379,2020.0,"21140,21090",2,2,"1,1",2.0,0.0,544000.0,272000.0,4.0,1.0,35.0,8.0,11.0,"1,2,6",1,"14,2,8",3,1.0,1.0,,,,1.0,,,,,,,,,,,21140,21090,,,,,,,,,,1,,,14,2,8,1.0,1.0,,,,,,,,,,,,
8380,2020.0,"35010,35020,35020",3,1,9,4.0,2.0,256500.0,65750.0,4.0,2.0,37.0,8.0,11.0,"1,6",1,"4,1,5",1,1.0,,,,,1.0,,,,,,,,,,,35010,35020,35020,,,,,,,,,1,,,4,1,5,9.0,,,,,,,,,,,,,
8381,2020.0,29010,1,0,0,4.0,1.0,80000.0,20000.0,4.0,1.0,47.0,8.0,11.0,"1,6",1,"4,2",1,1.0,,,,,1.0,,,,,,,,,,,29010,,,,,,,,,,,1,,,4,2,,,,,,,,,,,,,,,
8382,2020.0,25040,1,0,0,3.0,0.0,30000.0,30000.0,4.0,1.0,24.0,8.0,11.0,2,6,"3,4,8",3,,1.0,,,,,,,,,,,,,,,25040,,,,,,,,,,,6,,,3,4,8,,,,,,,,,,,,,,
8383,2020.0,"34030,34030",2,0,0,4.0,0.0,300000.0,75000.0,4.0,2.0,24.0,2.0,11.0,"1,2,17",1,"2,8,1",3,1.0,1.0,,,,,,,,,,,,,,1.0,34030,34030,,,,,,,,,,1,,,2,8,1,,,,,,,,,,,,,,
8384,2020.0,34030,1,0,0,4.0,0.0,1300000.0,325000.0,5.0,1.0,65.0,2.0,11.0,"2,3",1,"1,14,12",3,,1.0,1.0,,,,,,,,,,,,,,34030,,,,,,,,,,,1,,,1,14,12,,,,,,,,,,,,,,
8385,2020.0,"25050,33020",2,"0,0",,3.0,1.0,150001.0,56667.0,3.0,1.0,32.0,4.0,11.0,"1,6",1,"2,4",1,1.0,,,,,1.0,,,,,,,,,,,25050,33020,,,,,,,,,,1,,,2,4,,0.0,0.0,,,,,,,,,,,,
8386,2020.0,"34350,33370",2,"0,0",,3.0,0.0,200000.0,100000.0,4.0,1.0,57.0,4.0,11.0,"1,6",1,"11,14",1,1.0,,,,,1.0,,,,,,,,,,,34350,33370,,,,,,,,,,1,,,11,14,,0.0,0.0,,,,,,,,,,,,
8387,2020.0,"25040,38090",2,"0,1",9,3.0,0.0,864999.0,288333.0,4.0,1.0,34.0,2.0,11.0,"2,6",1,"8,11,2",3,,1.0,,,,1.0,,,,,,,,,,,25040,38090,,,,,,,,,,1,,,8,11,2,0.0,9.0,,,,,,,,,,,,
8388,2020.0,34380,1,1,3,4.0,0.0,380000.0,230000.0,4.0,2.0,34.0,2.0,11.0,"1,6",1,"5,11,1",3,1.0,,,,,1.0,,,,,,,,,,,34380,,,,,,,,,,,1,,,5,11,1,3.0,,,,,,,,,,,,,
8389,2020.0,"32060,32060",2,1,7,7.0,0.0,110000.0,110000.0,4.0,1.0,45.0,2.0,11.0,"1,2",1,"5,4,2",4,1.0,1.0,,,,,,,,,,,,,,,32060,32060,,,,,,,,,,1,,,5,4,2,7.0,,,,,,,,,,,,,
8390,2020.0,"25030,35010",2,"0,0",,2.0,0.0,142000.0,71000.0,4.0,1.0,32.0,5.0,11.0,"2,4",1,"2,12",3,,1.0,,1.0,,,,,,,,,,,,,25030,35010,,,,,,,,,,1,,,2,12,,0.0,0.0,,,,,,,,,,,,
8391,2020.0,34330,1,0,0,4.0,1.0,190000.0,50000.0,4.0,2.0,36.0,5.0,11.0,"1,2,4",1,"1,13,2",1,1.0,1.0,,1.0,,,,,,,,,,,,,34330,,,,,,,,,,,1,,,1,13,2,,,,,,,,,,,,,,
8392,2020.0,33380,1,0,0,3.0,1.0,300003.0,100001.0,3.0,1.0,32.0,3.0,11.0,"1,6,16",1,"11,8",1,1.0,,,,,1.0,,,,,,,,,1.0,,33380,,,,,,,,,,,1,,,11,8,,,,,,,,,,,,,,,
8393,2020.0,34030,1,0,0,2.0,0.0,197000.0,98500.0,4.0,2.0,62.0,3.0,11.0,"1,6",1,"4,1,14",1,1.0,,,,,1.0,,,,,,,,,,,34030,,,,,,,,,,,1,,,4,1,14,,,,,,,,,,,,,,
8394,2020.0,34030,1,0,0,4.0,0.0,372000.0,147000.0,5.0,1.0,32.0,7.0,11.0,"1,2,3",1,14,3,1.0,1.0,1.0,,,,,,,,,,,,,,34030,,,,,,,,,,,1,,,14,,,,,,,,,,,,,,,,
8395,2020.0,38050,1,1,2,6.0,0.0,1889994.0,309999.0,4.0,1.0,57.0,7.0,11.0,"1,2,3",1,"8,14,1",3,1.0,1.0,1.0,,,,,,,,,,,,,,38050,,,,,,,,,,,1,,,8,14,1,2.0,,,,,,,,,,,,,
8396,2020.0,"34370,25030",2,"0,0",,3.0,0.0,370002.0,123334.0,4.0,1.0,45.0,4.0,11.0,"1,3",1,"11,5,3",3,1.0,,1.0,,,,,,,,,,,,,,34370,25030,,,,,,,,,,1,,,11,5,3,0.0,0.0,,,,,,,,,,,,
8397,2020.0,34330,1,2,12,4.0,0.0,117000.0,117000.0,4.0,1.0,46.0,10.0,11.0,6,1,"5,6",1,,,,,,1.0,,,,,,,,,,,34330,,,,,,,,,,,1,,,5,6,,12.0,12.0,,,,,,,,,,,,
8398,2020.0,33380,1,0,0,4.0,0.0,76500.0,76500.0,4.0,1.0,60.0,10.0,11.0,"1,2,6",1,"4,1,5",3,1.0,1.0,,,,1.0,,,,,,,,,,,33380,,,,,,,,,,,1,,,4,1,5,,,,,,,,,,,,,,
8399,2020.0,34030,1,0,0,2.0,0.0,195000.0,97500.0,4.0,1.0,27.0,11.0,11.0,"2,6",1,"1,8,14",3,,1.0,,,,1.0,,,,,,,,,,,34030,,,,,,,,,,,1,,,1,8,14,,,,,,,,,,,,,,
8400,2020.0,"33020,33020",2,0,0,4.0,0.0,210000.0,56250.0,4.0,2.0,73.0,11.0,11.0,"1,2","1,4","14,1,8",3,1.0,1.0,,,,,,,,,,,,,,,33020,33020,,,,,,,,,,1,4,,14,1,8,,,,,,,,,,,,,,
8401,2020.0,34020,1,0,0,3.0,0.0,60001.0,22667.0,4.0,2.0,43.0,11.0,11.0,"1,2,4",1,"8,2,14",3,1.0,1.0,,1.0,,,,,,,,,,,,,34020,,,,,,,,,,,1,,,8,2,14,,,,,,,,,,,,,,
8402,2020.0,"39010,39010,39020",3,2,"9,9",2.0,0.0,976000.0,488000.0,4.0,1.0,27.0,12.0,11.0,"1,4,15","6,10,3","6,1,5",3,1.0,,,1.0,,,,,,,,,,1.0,,,39010,39010,39020,,,,,,,,,6,10,3,6,1,5,9.0,9.0,,,,,,,,,,,,
8403,2020.0,"25040,33390",2,"0,0",,3.0,0.0,60000.0,60000.0,4.0,1.0,23.0,1.0,11.0,17,1,"8,14",3,,,,,,,,,,,,,,,,1.0,25040,33390,,,,,,,,,,1,,,8,14,,0.0,0.0,,,,,,,,,,,,
8404,2020.0,"33380,33330",2,"1,1","5,12",4.0,0.0,283000.0,70750.0,4.0,2.0,53.0,1.0,11.0,"1,2,6",1,"14,1,2",3,1.0,1.0,,,,1.0,,,,,,,,,,,33380,33330,,,,,,,,,,1,,,14,1,2,5.0,5.0,,,,,,,,,,,,
8405,2020.0,"34040,31010",2,"0,2",12,4.0,2.0,78000.0,23250.0,4.0,2.0,38.0,1.0,11.0,"1,6",1,"4,14,2",1,1.0,,,,,1.0,,,,,,,,,,,34040,31010,,,,,,,,,,1,,,4,14,2,0.0,12.0,12.0,,,,,,,,,,,
8406,2020.0,34020,1,0,0,2.0,0.0,66000.0,66000.0,5.0,1.0,44.0,3.0,11.0,"1,2,6",1,"4,14,1",1,1.0,1.0,,,,1.0,,,,,,,,,,,34020,,,,,,,,,,,1,,,4,14,1,,,,,,,,,,,,,,
8407,2020.0,34370,1,0,0,2.0,0.0,124000.0,78500.0,4.0,1.0,57.0,3.0,11.0,"1,2,6",1,"1,9,2",1,1.0,1.0,,,,1.0,,,,,,,,,,,34370,,,,,,,,,,,1,,,1,9,2,,,,,,,,,,,,,,
8408,2020.0,"34340,34340",2,1,3,2.0,0.0,326000.0,163000.0,5.0,2.0,55.0,3.0,11.0,"1,6,16",1,"4,1,2",1,1.0,,,,,1.0,,,,,,,,,1.0,,34340,34340,,,,,,,,,,1,,,4,1,2,3.0,,,,,,,,,,,,,
8409,2020.0,25050,1,0,0,1.0,,45000.0,45000.0,4.0,1.0,34.0,4.0,11.0,"1,2,6",1,"4,2",,1.0,1.0,,,,1.0,,,,,,,,,,,25050,,,,,,,,,,,1,,,4,2,,,,,,,,,,,,,,,
8410,2020.0,"23310,23010",2,2,9,1.0,,300000.0,300000.0,4.0,1.0,28.0,5.0,11.0,"1,2,4,6,15,16",1,"2,1,5",,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,,23310,23010,,,,,,,,,,1,,,2,1,5,9.0,9.0,,,,,,,,,,,,
8411,2020.0,33390,1,0,0,4.0,0.0,140000.0,35000.0,4.0,1.0,58.0,5.0,11.0,"1,2,6",1,"2,8,5",1,1.0,1.0,,,,1.0,,,,,,,,,,,33390,,,,,,,,,,,1,,,2,8,5,,,,,,,,,,,,,,
8412,2020.0,25020,1,0,0,4.0,2.0,290000.0,75000.0,4.0,1.0,42.0,5.0,11.0,"1,5,6",1,"2,4",1,1.0,,,,1.0,1.0,,,,,,,,,,,25020,,,,,,,,,,,1,,,2,4,,,,,,,,,,,,,,,
8413,2020.0,"33030,33030",2,1,3,3.0,1.0,301002.0,200334.0,5.0,2.0,37.0,4.0,11.0,"1,2,6",1,"1,6,9",1,1.0,1.0,,,,1.0,,,,,,,,,,,33030,33030,,,,,,,,,,1,,,1,6,9,3.0,,,,,,,,,,,,,
8414,2020.0,33030,1,0,0,2.0,0.0,80000.0,40000.0,4.0,2.0,35.0,6.0,11.0,"1,2,3",1,"2,8,1",3,1.0,1.0,1.0,,,,,,,,,,,,,,33030,,,,,,,,,,,1,,,2,8,1,,,,,,,,,,,,,,
8415,2020.0,33350,1,0,0,3.0,0.0,60000.0,20000.0,5.0,1.0,23.0,6.0,11.0,"1,2,6",1,"1,2,11",1,1.0,1.0,,,,1.0,,,,,,,,,,,33350,,,,,,,,,,,1,,,1,2,11,,,,,,,,,,,,,,
8416,2020.0,34080,1,0,0,1.0,,490000.0,122500.0,4.0,1.0,53.0,6.0,11.0,"1,2,8",1,"2,1,7",,1.0,1.0,,,,,,1.0,,,,,,,,,34080,,,,,,,,,,,1,,,2,1,7,,,,,,,,,,,,,,
8417,2020.0,33030,1,0,0,2.0,0.0,50000.0,25000.0,4.0,1.0,34.0,6.0,11.0,"1,2,6",1,"5,4,2",3,1.0,1.0,,,,1.0,,,,,,,,,,,33030,,,,,,,,,,,1,,,5,4,2,,,,,,,,,,,,,,
8418,2020.0,33380,1,0,0,3.0,0.0,320001.0,106667.0,3.0,2.0,32.0,7.0,11.0,"1,2",1,"3,11",4,1.0,1.0,,,,,,,,,,,,,,,33380,,,,,,,,,,,1,,,3,11,,,,,,,,,,,,,,,
8419,2020.0,"21090,21310",2,1,3,3.0,0.0,869997.0,289999.0,4.0,1.0,25.0,7.0,11.0,"1,2,4,6,15","2,6,5","1,14",3,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,,21090,21310,,,,,,,,,,2,6,5,1,14,,3.0,,,,,,,,,,,,,
8420,2020.0,"39020,39010,39020,39010",4,1,4,4.0,0.0,1995000.0,498750.0,4.0,2.0,26.0,7.0,11.0,"1,2,5,6,15,16","3,1,8","2,1,12",1,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,,39020,39010,39020,39010,,,,,,,,3,1,8,2,1,12,4.0,,,,,,,,,,,,,
8421,2020.0,34030,1,0,0,4.0,0.0,520000.0,130000.0,4.0,1.0,32.0,7.0,11.0,"1,2,6",1,"8,14",1,1.0,1.0,,,,1.0,,,,,,,,,,,34030,,,,,,,,,,,1,,,8,14,,,,,,,,,,,,,,,
8422,2020.0,25020,1,0,0,2.0,0.0,90000.0,45000.0,4.0,2.0,35.0,8.0,11.0,"2,8",1,"7,8",1,,1.0,,,,,,1.0,,,,,,,,,25020,,,,,,,,,,,1,,,7,8,,,,,,,,,,,,,,,
8423,2020.0,34350,1,0,0,3.0,1.0,50001.0,16667.0,4.0,1.0,47.0,8.0,11.0,1,1,"4,2",1,1.0,,,,,,,,,,,,,,,,34350,,,,,,,,,,,1,,,4,2,,,,,,,,,,,,,,,
8424,2020.0,34030,1,0,0,2.0,0.0,67000.0,33500.0,4.0,1.0,35.0,8.0,11.0,"1,2,6",1,"4,8,14",3,1.0,1.0,,,,1.0,,,,,,,,,,,34030,,,,,,,,,,,1,,,4,8,14,,,,,,,,,,,,,,
8425,2020.0,33320,1,0,0,2.0,0.0,89000.0,54500.0,5.0,1.0,48.0,5.0,11.0,"1,2,6",1,"4,9,1",1,1.0,1.0,,,,1.0,,,,,,,,,,,33320,,,,,,,,,,,1,,,4,9,1,,,,,,,,,,,,,,
8426,2020.0,33360,1,0,0,2.0,0.0,72000.0,56000.0,5.0,1.0,31.0,5.0,11.0,"1,2,6",1,"4,8,1",3,1.0,1.0,,,,1.0,,,,,,,,,,,33360,,,,,,,,,,,1,,,4,8,1,,,,,,,,,,,,,,
8427,2020.0,33350,1,0,0,2.0,0.0,63000.0,49000.0,5.0,1.0,53.0,5.0,11.0,"1,2,6",1,"4,14,5",1,1.0,1.0,,,,1.0,,,,,,,,,,,33350,,,,,,,,,,,1,,,4,14,5,,,,,,,,,,,,,,
8428,2020.0,"35330,35330,35330",3,1,4,4.0,0.0,750001.0,189167.0,4.0,1.0,21.0,6.0,11.0,"1,2,6",1,"4,8,1",1,1.0,1.0,,,,1.0,,,,,,,,,,,35330,35330,35330,,,,,,,,,1,,,4,8,1,4.0,,,,,,,,,,,,,
8429,2020.0,"35010,35010,35010,35010",4,1,8,4.0,2.0,455200.0,125050.0,4.0,2.0,43.0,6.0,11.0,"1,2,5,6,8",1,"2,1,8",1,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,35010,35010,35010,35010,,,,,,,,1,,,2,1,8,8.0,,,,,,,,,,,,,
8430,2020.0,"38090,38090,38050,38050,38050",5,1,4,2.0,0.0,625000.0,312500.0,4.0,2.0,38.0,6.0,11.0,"1,2,6,8,9",1,"8,1,10",1,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,38090,38090,38050,38050,38050,,,,,,,1,,,8,1,10,4.0,,,,,,,,,,,,,
8431,2020.0,34330,1,0,0,4.0,0.0,114000.0,28500.0,5.0,2.0,27.0,9.0,11.0,"1,2",1,"14,2,1",3,1.0,1.0,,,,,,,,,,,,,,,34330,,,,,,,,,,,1,,,14,2,1,,,,,,,,,,,,,,
8432,2020.0,34030,1,0,0,2.0,0.0,134000.0,67000.0,5.0,1.0,33.0,9.0,11.0,"1,2",1,"8,4,1",3,1.0,1.0,,,,,,,,,,,,,,,34030,,,,,,,,,,,1,,,8,4,1,,,,,,,,,,,,,,
8433,2020.0,33030,1,0,0,2.0,0.0,35000.0,35000.0,4.0,1.0,35.0,7.0,11.0,"1,2,3,6",1,"7,1,3",3,1.0,1.0,1.0,,,1.0,,,,,,,,,,,33030,,,,,,,,,,,1,,,7,1,3,,,,,,,,,,,,,,
8434,2020.0,"37060,37060,37060,37060",4,1,3,3.0,0.0,203000.0,203000.0,4.0,2.0,32.0,7.0,11.0,"1,2,4,6",1,"11,2,1",3,1.0,1.0,,1.0,,1.0,,,,,,,,,,,37060,37060,37060,37060,,,,,,,,1,,,11,2,1,3.0,,,,,,,,,,,,,
8435,2020.0,"32010,32010,32010",3,1,6,4.0,0.0,255000.0,255000.0,4.0,1.0,23.0,7.0,11.0,"1,2,5,6",1,"1,11,6",3,1.0,1.0,,,1.0,1.0,,,,,,,,,,,32010,32010,32010,,,,,,,,,1,,,1,11,6,6.0,,,,,,,,,,,,,
8436,2020.0,"34370,34370",2,0,0,4.0,2.0,30500.0,30500.0,4.0,1.0,45.0,7.0,11.0,"1,2,4,6",1,"2,1,4",1,1.0,1.0,,1.0,,1.0,,,,,,,,,,,34370,34370,,,,,,,,,,1,,,2,1,4,,,,,,,,,,,,,,
8437,2020.0,"32030,32030",2,1,10,2.0,0.0,440000.0,220000.0,4.0,1.0,33.0,8.0,11.0,"1,2,6,15",1,"1,2,5",3,1.0,1.0,,,,1.0,,,,,,,,1.0,,,32030,32030,,,,,,,,,,1,,,1,2,5,10.0,,,,,,,,,,,,,
8438,2020.0,"39020,39010,39020",3,2,"3,3",4.0,0.0,885000.0,221250.0,5.0,2.0,47.0,8.0,11.0,"1,2,4,6,8,15,16","3,8","5,1,2",1,1.0,1.0,,1.0,,1.0,,1.0,,,,,,1.0,1.0,,39020,39010,39020,,,,,,,,,3,8,,5,1,2,3.0,3.0,,,,,,,,,,,,
8439,2020.0,34330,1,0,0,4.0,0.0,200000.0,50000.0,4.0,2.0,20.0,8.0,11.0,"1,2,4,6,16",1,"2,4",1,1.0,1.0,,1.0,,1.0,,,,,,,,,1.0,,34330,,,,,,,,,,,1,,,2,4,,,,,,,,,,,,,,,
8440,2020.0,35010,1,0,0,2.0,0.0,236000.0,103000.0,4.0,2.0,32.0,8.0,11.0,"1,2,6,8",1,"5,1",1,1.0,1.0,,,,1.0,,1.0,,,,,,,,,35010,,,,,,,,,,,1,,,5,1,,,,,,,,,,,,,,,
8441,2020.0,34380,1,0,0,4.0,0.0,220001.0,59167.0,4.0,1.0,24.0,8.0,11.0,"1,2,6",6,"2,1",3,1.0,1.0,,,,1.0,,,,,,,,,,,34380,,,,,,,,,,,6,,,2,1,,,,,,,,,,,,,,,
8442,2020.0,"36410,36410",2,1,2,3.0,1.0,200001.0,66667.0,4.0,2.0,34.0,10.0,11.0,6,1,"4,2,5",1,,,,,,1.0,,,,,,,,,,,36410,36410,,,,,,,,,,1,,,4,2,5,2.0,,,,,,,,,,,,,
8443,2020.0,34020,1,0,0,2.0,0.0,80000.0,40000.0,4.0,1.0,43.0,10.0,11.0,1,1,"4,2",1,1.0,,,,,,,,,,,,,,,,34020,,,,,,,,,,,1,,,4,2,,,,,,,,,,,,,,,
8444,2020.0,34370,1,1,8,2.0,0.0,200000.0,100000.0,4.0,1.0,61.0,10.0,11.0,6,1,"8,6,2",1,,,,,,1.0,,,,,,,,,,,34370,,,,,,,,,,,1,,,8,6,2,8.0,,,,,,,,,,,,,
8445,2020.0,"32010,32010",2,1,8,2.0,0.0,200000.0,100000.0,4.0,1.0,31.0,10.0,11.0,6,1,"8,4",3,,,,,,1.0,,,,,,,,,,,32010,32010,,,,,,,,,,1,,,8,4,,8.0,,,,,,,,,,,,,
8446,2020.0,29010,1,1,12,4.0,0.0,100000.0,30000.0,4.0,2.0,74.0,10.0,11.0,1,1,"4,6,2","1,2",1.0,,,,,,,,,,,,,,,,29010,,,,,,,,,,,1,,,4,6,2,12.0,,,,,,,,,,,,,
8447,2020.0,"34030,34030",2,1,2,2.0,0.0,200000.0,100000.0,4.0,1.0,56.0,10.0,11.0,"1,2",1,"5,2,3",1,1.0,1.0,,,,,,,,,,,,,,,34030,34030,,,,,,,,,,1,,,5,2,3,2.0,,,,,,,,,,,,,
8448,2020.0,34020,1,0,0,2.0,0.0,60000.0,30000.0,4.0,1.0,23.0,10.0,11.0,1,1,"4,5,14",3,1.0,,,,,,,,,,,,,,,,34020,,,,,,,,,,,1,,,4,5,14,,,,,,,,,,,,,,
8449,2020.0,"33020,33020",2,1,2,2.0,0.0,250000.0,125000.0,4.0,2.0,25.0,10.0,11.0,1,1,"3,14",3,1.0,,,,,,,,,,,,,,,,33020,33020,,,,,,,,,,1,,,3,14,,2.0,,,,,,,,,,,,,
8450,2020.0,"34040,34040",2,1,2,4.0,2.0,200000.0,52500.0,4.0,2.0,47.0,10.0,11.0,1,1,"5,2",1,1.0,,,,,,,,,,,,,,,,34040,34040,,,,,,,,,,1,,,5,2,,2.0,,,,,,,,,,,,,
8451,2020.0,"33380,33380,36420",3,"1,2","3,12",6.0,0.0,619998.0,103333.0,5.0,1.0,27.0,9.0,11.0,"1,2,3",1,"6,5,2",3,1.0,1.0,1.0,,,,,,,,,,,,,,33380,33380,36420,,,,,,,,,1,,,6,5,2,3.0,3.0,3.0,,,,,,,,,,,
8452,2020.0,"34360,34360,34360,33330",4,"2,0","12,12",4.0,0.0,87000.0,21750.0,5.0,2.0,73.0,9.0,11.0,"1,2",1,"2,1,14",3,1.0,1.0,,,,,,,,,,,,,,,34360,34360,34360,33330,,,,,,,,1,,,2,1,14,12.0,12.0,0.0,,,,,,,,,,,
8453,2020.0,"34020,34030",2,"0,1",12,4.0,0.0,92000.0,23000.0,5.0,2.0,33.0,9.0,11.0,"1,2",1,"1,2,14",3,1.0,1.0,,,,,,,,,,,,,,,34020,34030,,,,,,,,,,1,,,1,2,14,0.0,12.0,,,,,,,,,,,,
8454,2020.0,34020,1,1,11,4.0,0.0,381000.0,95250.0,4.0,2.0,27.0,9.0,11.0,"1,2,5",1,"5,12,14",3,1.0,1.0,,,1.0,,,,,,,,,,,,34020,,,,,,,,,,,1,,,5,12,14,11.0,,,,,,,,,,,,,
8455,2020.0,34310,1,0,0,5.0,0.0,200000.0,64000.0,5.0,1.0,74.0,9.0,11.0,"1,2,8",1,"2,1,7",3,1.0,1.0,,,,,,1.0,,,,,,,,,34310,,,,,,,,,,,1,,,2,1,7,,,,,,,,,,,,,,
8456,2020.0,"33360,35040",2,"0,3",12,3.0,0.0,83001.0,27667.0,5.0,1.0,45.0,9.0,11.0,"1,2",1,"14,1,4",3,1.0,1.0,,,,,,,,,,,,,,,33360,35040,,,,,,,,,,1,,,14,1,4,0.0,12.0,12.0,12.0,,,,,,,,,,
8457,2020.0,"32330,34380",2,"0,2",12,3.0,0.0,159999.0,53333.0,5.0,1.0,33.0,9.0,11.0,"1,2",1,"1,14,5",4,1.0,1.0,,,,,,,,,,,,,,,32330,34380,,,,,,,,,,1,,,1,14,5,0.0,12.0,12.0,,,,,,,,,,,
8458,2020.0,"34060,34350",2,"0,2",12,4.0,0.0,84000.0,21000.0,5.0,2.0,44.0,9.0,11.0,"1,2",1,"14,8,1",3,1.0,1.0,,,,,,,,,,,,,,,34060,34350,,,,,,,,,,1,,,14,8,1,0.0,12.0,12.0,,,,,,,,,,,
8459,2020.0,"32020,32020",2,1,2,2.0,0.0,230000.0,115000.0,4.0,1.0,54.0,10.0,11.0,"2,6",1,"4,1",1,,1.0,,,,1.0,,,,,,,,,,,32020,32020,,,,,,,,,,1,,,4,1,,2.0,,,,,,,,,,,,,
8460,2020.0,"33020,33020",2,0,0,3.0,1.0,210001.0,71667.0,4.0,2.0,46.0,10.0,11.0,"1,2",1,11,1,1.0,1.0,,,,,,,,,,,,,,,33020,33020,,,,,,,,,,1,,,11,,,,,,,,,,,,,,,,
8461,2020.0,34040,1,0,0,4.0,0.0,80000.0,20000.0,4.0,1.0,20.0,10.0,11.0,"2,6",1,"4,2",1,,1.0,,,,1.0,,,,,,,,,,,34040,,,,,,,,,,,1,,,4,2,,,,,,,,,,,,,,,
8462,2020.0,"36020,36020",2,1,2,2.0,0.0,350000.0,175000.0,4.0,1.0,31.0,10.0,11.0,"1,6",1,"1,2,14",3,1.0,,,,,1.0,,,,,,,,,,,36020,36020,,,,,,,,,,1,,,1,2,14,2.0,,,,,,,,,,,,,
8463,2020.0,"25010,25050",2,0,0,4.0,0.0,60000.0,15000.0,4.0,2.0,21.0,10.0,11.0,1,1,"4,11,3",1,1.0,,,,,,,,,,,,,,,,25010,25050,,,,,,,,,,1,,,4,11,3,,,,,,,,,,,,,,
8464,2020.0,34010,1,1,8,4.0,2.0,200000.0,52500.0,4.0,1.0,43.0,10.0,11.0,6,1,"4,5,2",1,,,,,,1.0,,,,,,,,,,,34010,,,,,,,,,,,1,,,4,5,2,8.0,,,,,,,,,,,,,
8465,2020.0,33020,1,0,0,2.0,0.0,80000.0,40000.0,4.0,1.0,77.0,10.0,11.0,1,1,"5,3",1,1.0,,,,,,,,,,,,,,,,33020,,,,,,,,,,,1,,,5,3,,,,,,,,,,,,,,,
